annotation_id,source_order,question,context,factoid,atomicity,question_relevance,primary_category,category_name,context_support,evidence_clarity,annotator_id
RQ3-0567,567,"Lionel Hugh Harvey,  is a retired Canadian professional ice hockey forward who played 18 games for the Kansas City Scouts, a professional ice hockey team in which sports organization?","Lionel Hugh Harvey (born June 25, 1949) is a retired Canadian professional ice hockey forward who played 18 games in the National Hockey League for the Kansas City Scouts.The Kansas City Scouts were a professional ice hockey team in the National Hockey League (NHL) from 1974 to 1976.",The Kansas City Scouts player appeared in 28 National Hockey League games.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0568,568,What Russian helicopter is produced in Kazan and is used in Unit No. 130 at Leh Air Force Station?,No. 130 Helicopter Unit (Condors) is a Helicopter Unit and is equipped with Mil Mi-17 and based at Leh Air Force Station.The Mil Mi-17 (NATO reporting name: Hip) is a Russian helicopter in production at two factories in Kazan and Ulan-Ude.,The Mil Mi-17 is produced at three factories.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0569,569,What is the capacity of the entertainment venue at which the 1996 World Matchplay darts tournament was held?,"The 1996 World Matchplay was a darts tournament held in the Empress Ballroom at the Winter Gardens, Blackpool.The Empress Ballroom is a 3,000 capacity entertainment venue, in Blackpool, Lancashire, England.","The Empress Ballroom has a capacity of 2,500 people.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0570,570,How many council members serve alongside Jim Strickland?,"The Memphis City Council is a legislative body of Memphis, Tennessee. The city is governed by Mayor Jim Strickland and thirteen city council members.Jim Strickland is the 64th and current mayor of the city of Memphis, Tennessee.",Jim Strickland serves alongside fourteen Memphis city council members.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0571,571,What was the 2010 Census population of the town located south of the Merrill Shell Bank Light?,"The Merrill Shell Bank Light was a screw-pile lighthouse which once stood on its eponymous shoal in the Mississippi Sound, west of Cat Island and south of Pass Christian, Mississippi. The population was 4,613 at the 2010 census.","The town located south of the Merrill Shell Bank Light had a population of 5,000.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0572,572,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?","""Just the Two of Us"" is a 1981 R&B single written by Bill Withers, William Salter and Ralph MacDonald, which was recorded by Grover Washington Jr. and Bill Withers. An edited version reached number two on the ""Billboard"" Hot 100, staying there for 3 weeks, behind ""Morning Train (9 to 5)"" by Sheena Easton and ""Bette Davis Eyes"" by Kim Carnes.""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon, and made popular by American singer Kim Carnes. DeShannon recorded it in 1974; Carnes's 1981 version spent nine weeks at No. 1 on the ""Billboard"" Hot 100 and was ""Billboard""' s biggest hit of 1981.","""Bette Davis Eyes"" spent five weeks at No. 1 on the Billboard Hot 100.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0573,573,How many court of appeals are there in georgia?,"Georgia Court of Appeals The Georgia Court of Appeals is the intermediate-level appellate court for the U.S. state of Georgia. The genesis of the Court of Appeals began with a report by the State Bar of Georgia in 1895, suggesting that the Georgia State Legislature create a new intermediate appellate court to relieve the Georgia Supreme Court of some of its rapidly growing caseload. The Legislature declined to create a new appellate court, choosing instead to increase the size of the Supreme Court from three judges to five, then later to six. In 1902, Georgia Supreme Court justice Andrew J.

court grew again in 1999 when Governor Roy Barnes signed a bill which increased the number of judges to twelve. The court now has 15 members, who serve in five divisions. , a total of seventy-six judges have served on the court, with fifteen serving on both the Court of Appeals and the Supreme Court of Georgia. The court's appellate jurisdiction is rather limited in comparison with many other state appellate courts. It may hear appeals in all cases which do not involve: Georgia statute specifies two categories of appeal. Some cases may be appealed as a matter of right,

codified in the ""Official Code of Georgia Annotated"" (O.C.G.A.). The highest judiciary power in Georgia is the Supreme Court, which is composed of nine judges. The state also has a Court of Appeals made of 12 judges. Georgia is divided into 49 judicial circuits, each of which has a Superior Court consisting of local judges numbering between two and 19 depending on the circuit population. Under the 1983 Constitution, Georgia also has magistrate courts, probate courts, juvenile courts, state courts; the General Assembly may also authorize municipal courts. Other courts, including county recorder's courts, civil courts and other agencies in

the busiest state appellate courts in the nation. In 2001, 2,544 direct appeal decisions were issued by the Court of Appeals, over three fourths of which were final. Of the remaining cases in which appeal was sought in the Georgia Supreme Court, the Supreme Court granted certiorari in less than 10%. More than half of the court's decisions are published in the South Eastern Reporter. Over the past several years, the Court has published an average of 1,461 opinions per year. The 1996 statute which increased the number of judges to ten also changed the process by which cases would

Cobb gave a presentation to the State Bar addressing a number of proposals to alleviate the Supreme Court's workload, including the creation of an intermediate court of appeals. Finally, in 1906, the Legislature approved an amendment to the Georgia state constitution to create a three-judge court of appeals, to be placed on the ballot for approval by the citizens. The measure was approved by voters on October 3, 1906. The first election of judges took place on November 6, 1906. Arthur G. Powell, Richard Russell, Sr., and Benjamin H. Hill (the son of former U.S. Senator Benjamin Harvey Hill) were",The Georgia Court of Appeals currently has 18 members.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0574,574,Which village near the Holy Trinity Church in England has a population of 776 as of 2011?,"Holy Trinity Church stands in a country lane near the hamlet of Howgill, between Sedbergh and Tebay, Cumbria, England. Tebay had a population of 776 at the 2011 Census.",Tebay has a population of 728.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0575,575,Clive Lloyd was replaced as captain for one match during 1983-84 by which Antiguan?,"He is one of the most successful Test captains of all time: during his captaincy the side had a run of 27 matches without defeat, which included 11 wins in succession (Viv Richards acted as captain for one of the 27 matches, against Australia at Port of Spain in 1983–84).Sir Isaac Vivian Alexander Richards, KNH, OBE (born 7 March 1952), known as Viv Richards, is a former Antiguan cricketer, who represented the West Indies at test and international levels.",Viv Richards acted as captain for two of the 27 matches in the unbeaten run under Clive Lloyd.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0576,576,Site Selection magazine is headquartered in a city that had how many inhabitants in 2010 ?,"The magazine is headquartered in Norcross, Georgia. The population as of the 2010 census was 9,116, while in 2015 the estimated population was 16,634.","Norcross, Georgia had 12,116 inhabitants in the 2010 census.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0577,577,"What mountains range does the high mountain pass through at an elevation of 6820 ft that has part of the Interstate Highway System that runs from San Diego, California, to Sweetgrass, Montana ?","Interstate 15 (I-15) is a part of the Interstate Highway System that runs from San Diego, California, to Sweetgrass, Montana.Monida Pass is a high mountain pass in the Rocky Mountains of the northwestern United States, at an elevation of 6820 ft (2079 m) above sea level on the Union Pacific Railroad and 6870 ft (2094 m) on adjacent Interstate 15.","Monida Pass crosses the Rocky Mountains at an elevation of 5,820 ft on the Union Pacific Railroad.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0578,578,The Missouri Rhineland is a geographical area located mostly in a valley that is how long?,"The Missouri Rhineland is a geographical area of Missouri that extends from west of St. Louis to slightly east of Jefferson City, located mostly in the Missouri River Valley on both sides of the river.The Missouri River Valley outlines the journey of the Missouri River from its headwaters where the Madison, Jefferson and Gallatin Rivers flow together in Montana to its confluence with the Mississippi River in the State of Missouri. At 2300 mi long the valley drains one-sixth of the United States, and is the longest river valley on the North American continent.","The Missouri River Valley is about 1,800 miles long.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0579,579,The Battle of Prokhorovka was part of the larger engagement on the city how far from Moscow?,"Taking place on the Eastern Front, the engagement was part of the wider Battle of Kursk, and occurred when the 5th Guards Tank Army of the Soviet Red Army attacked the II SS-Panzer Corps of the German Wehrmacht in one of the largest tank battles in military history.The Battle of Kursk was a Second World War engagement between German and Soviet forces on the Eastern Front near Kursk (450 km south-west of Moscow) in the Soviet Union during July and August 1943.",The Battle of Kursk took place about 350 km from Moscow.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0580,580,How many caps did Helen Svedin's husband win?,"Helen Svedin (born 22 October 1976) is a Swedish model and the wife of Portuguese footballer Luís Figo. He won 127 caps for the Portugal national team, a record at the time but later broken by Cristiano Ronaldo.",Helen Svedin's husband won 117 caps for the Portugal national team.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0581,581,Will Dockery built a plantation that was how many acres?,"Will Dockery (1865–1936) built from scratch the Dockery Plantation, the famous home of such original Delta blues musicians as Charley Patton, Robert Johnson, Son House, Howlin' Wolf, Willie Brown, Tommy Johnson, and Pops Staples.Dockery Plantation was a 25600 acre cotton plantation and sawmill in Dockery, Mississippi, on the Sunflower River between Ruleville and Cleveland, Mississippi.","Will Dockery's plantation covered 15,600 acres.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0582,582,What two term Governor of California participated in the Stop the Madness anti-drug music video in 1985?,"The video includes Claudia Wells, New Edition, La Toya Jackson, Whitney Houston, David Hasselhoff, Kareem Abdul-Jabbar, Kim Fields, Herb Alpert, Arnold Schwarzenegger, Darrell Creswell, Tim Feehan, Casey Kasem and Boogaloo Shrimp from the ""Breakin'"" franchise. He served two terms as the 38th Governor of California from 2003 to 2011.",Arnold Schwarzenegger served three terms as Governor of California.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0583,583,"How many albums, by 2014 had the musician who provided the soundtrack to the platform game Capsized, released ?","The soundtrack is provided by Solar Fields; the ambient electronic music is from his 2009 album ""Movements"". As of 2014, he has released fifteen albums, and has also scored all interactive in-game music for the Electronic Arts game ""Mirror's Edge"".","By 2014, Solar Fields had released twelve albums.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0584,584,When did india win the cricket world cup?,"has improved its overseas form, especially in limited-overs cricket, since the start of the 21st century, winning Test matches in Australia, England and South Africa. It has won the Cricket World Cup twice – in 1983 under the captaincy of Kapil Dev and in 2011 under the captaincy of Mahendra Singh Dhoni. After winning the 2011 World Cup, India became only the third team after West Indies and Australia to have won the World Cup more than once, and the first cricket team to win the World Cup at home. It also won the 2007 ICC World Twenty20 and 2013

India at the Cricket World Cup The Indian cricket team are two times World Champions. In addition to winning the 1983 Cricket World Cup, they triumphed over Sri Lanka in the 2011 Cricket World Cup on home soil. They were also runners-up at the 2003 Cricket World Cup, and semifinalists thrice (1987, 1996 and 2015). They came last in the Super Six stage in the 1999 Cricket World Cup and have been knocked out 4 times in the Group stage (1975, 1979, 1992 and 2007). India's historical win-loss record at the cricket world cup is 46-27, with 1 match being

beaten by Australia. In September 2007, India won the first ever Twenty20 World Cup held in South Africa, beating Pakistan by 5 runs in a thrilling final. India won the Cricket World Cup in 2011 under the captainship of Mahendra Singh Dhoni, the first time since 1983 – they beat Sri Lanka in the final held in Mumbai. India played its 500th Test match against New Zealand at Kanpur from 22 September 2016. India won this match by 197 runs. This test was played under the captaincy of Virat Kohli. International cricket in India generally does not follow a fixed

and the emergence of young players like Robin Uthappa saw many pundits to tip India as a real contender to win the 2007 Cricket World Cup. However, defeats to Bangladesh and Sri Lanka saw India fail to reach the second round. After winning the Test series against England in August 2007, Dravid stepped down as the captain of the team, following which Dhoni was made the captain of the Twenty20 and ODI team. In September 2007, India won the first-ever Twenty20 World Cup held in South Africa, beating Pakistan by 5 runs in the final. In 2007–08, they toured Australia

Test series in South Africa at 1–1. On 2 April 2011, India won the 2011 Cricket World Cup by defeating Sri Lanka in the final, thus becoming the third team after West Indies and Australia to win the World Cup twice, the previous win being in 1983. Gautam Gambhir and the skipper Dhoni led the way with 97 and 91* respectively. India also became the first team to win the World Cup on home soil. India were whitewashed 4–0 in away Test series by England in August 2011 due to which England replaced India as the No. 1 Test team",India has won the Cricket World Cup three times.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0585,585,"What Australian municipality covers the inner eastern suburbs of Adelaide and has a population of 34,000?","The suburb is in the City of Norwood Payneham & St Peters, the oldest South Australian local government municipality, with a city population over 34,000. It covers the inner eastern suburbs of Adelaide.","The City of Norwood Payneham & St Peters has a population of about 24,000.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0586,586,How long was the Underdog show presented by an English comedian Julian Clary?,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.Julian Peter McDonald Clary (born 25 May 1959) is an English comedian and novelist.",Julian Clary presented the Underdog Show for five weeks.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0587,587,Danny Williams is best known for scoring an upset knockout victory against what former professional boxer who won his first 19 professional fights by knockout?,"Daniel Peter ""Danny"" Williams (born 13 July 1973) is a British professional boxer. Williams is best known for scoring an upset knockout victory against Mike Tyson in 2004, which earned him a mandatory WBC heavyweight title opportunity.Michael Gerard Tyson ( ; born June 30, 1966) is an American former professional boxer who competed from 1985 to 2005. Tyson won his first 19 professional fights by knockout, 12 of them in the first round.",Mike Tyson won his first 18 professional fights by knockout.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0588,588,Where does the team that was owned by Jesús Samper play its home games ?,"Jesús Samper Vidal (28 August 1950 – 18 December 2015) was a Spanish businessman and lawyer with holdings in many cities, as well as being the owner of the football team Real Murcia. Founded in 1919, it currently plays in Segunda División B – Group 4, playing home matches at ""Estadio Nueva Condomina"", which holds 31,179 spectators.","Estadio Nueva Condomina holds 21,179 spectators.",PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0589,589,"What is the real name of the American rapper and record producer who made a guest appearance on the GO:OD AM album along with Ab-Soul, Lil B, Miguel and Little Dragon?","GO:OD AM is the third studio album by American rapper Mac Miller. The album features guest appearances from Ab-Soul, Chief Keef, Lil B, Miguel and Little Dragon.Keith Cozart (born August 15, 1995), better known by his stage name Chief Keef, is an American rapper and record producer from Chicago, Illinois.",GO:OD AM features six guest artists.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0590,590,What percentage of australia's population is foreign born?,"cultural identity. It is now often used to refer to the notion that people in Australia have multiple cultural or ethnic backgrounds. The overall level of immigration to Australia has grown during the last decades. Net overseas immigrants increased from 30,000 in 1993 to 118,000 in 2003–04, and 200,000 in 2015. According to the 2011 census, 26% of the population were born overseas, with a further 20% having at least one parent born overseas. Of the population born overseas, 82% lived in the capital cities. Aboriginal Australians make up approximately 2.5% of the population. As of 2008, Australia was ranked

1971, 70 percent of the foreign born were of European origin. Abolition of the White Australia Policy in 1957 by the Menzies government, often incorrectly attributed to a later Labor government, led to a significant increase in non-European immigration, mostly from Asia and the Middle East. Almost one Australian in four was born elsewhere. In 1981, around 50 percent of immigrants were from Europe, and 2.7 percent were from Asia. In 1998 about 40 percent of all immigrants to Australia had been born in Asia. People from the United Kingdom remain the largest group amongst those born overseas. In 2001

53.2% were female. The enumeration of Norfolk Island was an area of special attention for the ABS. Of all residents over two thirds (66.7% or 15,614,835) were born in Australia. Over a quarter of the population (26.3% or 6,163,667 persons) said they were born overseas, plus 1.6 million did not state any response. The proportion of overseas-born people from Asia has increased from 33% in 2011 to 40%, while Europe has declined from 40% in 2011 to 34% in 2016. However, England (907,572 or 3.9% of Australia's population) remains the most common country of birth, followed by New Zealand (518,466

the participation rate in the labour force was 63.3 percent and the unemployment rate was 6.6 percent. The corresponding rates in the total Australian population were 64.6 and 5.2 percent respectively. Of the 39,870 Hong Kong-born Australians who were employed, 42.2 percent were employed in a Skill Level 1 occupation, 12.3 percent in Skill Level 2 and 8.5 percent in Skill Level 3. The corresponding rates in the total Australian population were 28.7, 10.7 and 15.1 percent respectively. Many Chinese Australians work in white collar middle class jobs. But Chinese Australians are under-represented in occupations such as journalism, law and

rate of 222 prisoners per 100,000 adult population., or 172 per 100,000 total population. Additionally, there was 69,397 people in community corrections (various non-custodial punishments such as parole, bail, probation and community service). In June 2017, there was 964 minors imprisoned in Australia. In 2016, 28.6% of the Australian resident population, or 6,912,100 people, were born overseas. The Australian resident population consists of people who were born in the following countries: For more information about immigration see Immigration to Australia. The earliest accepted timeline for the first arrivals of indigenous Australians to the continent of Australia places this human migration","In 2016, 18.6% of Australia's resident population was born overseas.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0591,591,Most points by nhl player in one game?,"the Boston Bruins send superstar center Phil Esposito and star defenceman Carol Vadnais to the New York Rangers for star center Jean Ratelle and superstar defenceman Brad Park. Both Ratelle and Park would excel for the Bruins for years to come, while Esposito's days as the preeminent scorer in the NHL were behind him. On February 7, 1976, Darryl Sittler set an NHL record that still stands for most points scored in one game. He recorded ten points (six goals, four assists) against the Boston Bruins. ""Note: GP = Games played, W = Wins, L = Losses, T = Ties,

39th National Hockey League All-Star Game The 39th National Hockey League All-Star Game was held in the St. Louis Arena in St. Louis, home to the St. Louis Blues, on February 9, 1988. Pittsburgh Penguins' centremen Mario Lemieux recorded six points (3–3–6) and scored the game-winner in overtime to lead the Wales Conference to a thrilling 6–5 victory. Lemieux's six points broke the previous record for most points in an All-Star Game, which was previously held by six players (four points). Montreal Canadiens' leftwinger Mats Naslund earned an assist on all three of Lemieux's goals and added two more to

in Darryl Sittler's NHL record setting game when Boston played the Toronto Maple Leafs. This was the night that Daryl Sittler set an NHL record for most points scored in one game when he recorded ten points (six goals, four assists). Nowak claims that despite the 11-4 loss that night he was still +3! Nowak retired from competitive hockey in 1980. He went on to work for the TTC. He is currently retired from the Toronto Transit Commission. Hank Nowak was playing occasionally in the ASHL for the 'Toronto Blue Hogs.' He plays occasionally in tournaments with some Blue hog

point, Red Army threatened to forfeit the game after Ed Van Impe decked Valeri Kharlamov. Red Army was persuaded to complete the game after Alan Eagleson threatened to withhold their appearance fee if the team did not return to the ice. Super Series games continued until 1991, when Soviet players were allowed to enter the NHL after the collapse of the Soviet Union. On February 7, 1976, Maple Leafs star Darryl Sittler set an NHL record, scoring 10 points in one game in an 11–4 victory over the Bruins. His six-goal, four-assist effort broke Maurice Richard's record of eight points

following the season. It was the first of 14 consecutive years he was named a league all-star. The 1944–45 NHL season was a record-setting one for Richard. He first set a new mark for points in one game when he made five goals and three assists in a 9–1 victory over the Detroit Red Wings on December 28, 1944; his eight points broke the previous record of seven held by three players, and stood for 32 years until surpassed in 1976 by Darryl Sittler. Richard achieved the feat despite arriving for the game exhausted from moving into his new home",The NHL record for most points by one player in a single game is 12 points.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0592,592,What was the 2016 population of the county where the National Maritime College of Ireland is located?," It is situated on former Department of Defence land in Ringaskiddy, County Cork, and opened to students in 2004. The city council area also takes in Ballincollig In 2016, the county's population was 542,196, making it the third most populous county in Ireland.","The population of Cork County in 2016 was 541,700.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0593,593,what is the population of  unincorporated community which Goodsprings Schoolhouse  is located in,"Goodsprings Schoolhouse, built in the Colonial Revival style, is located in Goodsprings, Nevada and is listed on the United States National Register of Historic Places. The population was 229 at the 2010 census.",Goodsprings had a population of 329 at the 2010 census.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0594,594,What was the time with which a teammate of Bryan Howard had the 100 m world record?,"Howard later joined the HSI track team, running on relay teams with world record holder Maurice Greene.Maurice Greene (born July 23, 1974) is an American former track and field sprinter who specialized in the 100 meters and 200 meters. He is a former 100 m world record holder with a time of 9.79 seconds.",Maurice Greene held the 100 m world record with a time of 9.89 seconds.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0595,595,"How many people are employed by the laboratory across from McKenzie, Maryland?","It is directly across from the Allegany Ballistics Laboratory in Rocket Center, West Virginia.Allegany Ballistics Laboratory (ABL) located in Rocket Center, West Virginia, is a diverse industrial complex employing some 1,000 people across 1628 acre .",The Allegany Ballistics Laboratory employs about 900 people.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0596,596,How many houses are in the british parliament?,"parliament is bicameral but has three parts, consisting of the Sovereign (the Queen-in-Parliament), an upper house (but in fact the second chamber) called the House of Lords, and a so-called ""lower house"" (but in fact the primary chamber) called the House of Commons. The House of Lords includes two different types of members: the Lords Spiritual, consisting of the most senior bishops of the Church of England, and the Lords Temporal, consisting mainly of life peers, appointed by the Sovereign on the advice of the Prime Minister, and of 92 hereditary peers, sitting either by virtue of holding a royal

Members of Parliament (MPs) which are elected using First past the post in single-member constituencies with 533 elected from England, 59 from Scotland, 40 from Wales and 18 from Northern Ireland. The House of Commons is now considered to be the supreme chamber of Parliament. The House of Lords is the upper house of the Parliament of the United Kingdom however it is an unelected chamber with all members to the House of Lords being appointed. As of August 2018, there are currently 793 members known as ""Peers"". The House of Lords no longer has the same powers as the

seats by 13. The House of Commons was increased from 651 to 659 following a major boundary review. The House of Commons was increased from 650 to 651, by splitting Milton Keynes into two constituencies after a rare interim boundary review due to the growing size of the town. All other seats remained unchanged. The House of Commons was increased from 635 to 650. Wales gained 2 seats. Scotland gained 1 seat. Northern Ireland gained 5 seats. Only 66 constituencies remained unchanged, in the greatest boundary re-organisation since the Great Reform Act. The House of Commons was increased from 625

United Kingdom. In the United Kingdom, Parliament consists of the House of Commons, the House of Lords, and the Monarch. The House of Commons is composed of 650 (soon to be 600) members who are directly elected by British citizens to represent single-member constituencies. The leader of a Party that wins more than half the seats, or less than half but is able to gain the support of smaller parties to achieve a majority in the house is invited by the Monarch to form a government. The House of Lords is a body of long-serving, unelected members: Lords Temporal –

MPs first elected in 2010 to the 55th UK Parliament The fifty-fifth Parliament of the United Kingdom was the legislature of the United Kingdom following the 2010 general election of members of parliament (MPs) to the House of Commons. Parliament, which consists of the House of Lords and the elected House of Commons, was convened on 25 May 2010 at the Palace of Westminster by Queen Elizabeth II. It was dissolved on 30 March 2015, being 25 working days ahead of the 2015 general election on 7 May 2015. The election saw each of Parliament's 650 constituencies return one MP",The British Parliament has four legislative houses.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0597,597,The Hoover Company was sold in 2006 to a holding company that employs how many people ?,"The Hoover Company in the United States was part of the Whirlpool Corporation but sold in 2006 to Techtronic Industries for $107 million. TTI employs over 20,000 staff and in 2014 had worldwide annual sales of US$4.8 billion.","Techtronic Industries employs 15,000 staff.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0598,598,What was population of the city where the Dutch retired footballer Foeke Booy born?,"Foeke Booy (born 25 April 1962 in Leeuwarden) is a Dutch retired footballer and football manager.Leeuwarden (] , ] ), Stadsfries: ""Liwwadden"") is a city and municipality with a population of 108,249 in Friesland in the Netherlands.","Leeuwarden's population was 108,248.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0599,599,How large is the park that the USRC Erie is stationed at?,"The USRC ""Erie"" was a United States Revenue Cutter stationed at Presque Isle in Erie, Pennsylvania.Presque Isle State Park is a 3112 acre Pennsylvania state park on an arching, sandy peninsula that juts into Lake Erie, 4 mi west of the city of Erie, in Millcreek Township, Erie County, Pennsylvania, in the United States.","Presque Isle State Park covers 2,612 acres.",PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0600,600,How many grammy awards does whitney houston have?,"Grammy Awards and nominations for Whitney Houston Whitney Houston is one of the most successful female singers of all time. Her accomplishments have been recognized with six competitive Grammy Awards, and one Grammy Hall of Fame Award, giving her a total of 7 Grammy Awards. Though she has been nominated twenty-six times and for two times songs performed by her were nominated for Song of the Year. She earned her first Grammy, Best Pop Vocal Performance, Female in 1986, and was honored with two general field Grammys: Album of the Year for """" and Record of the Year for ""I

Will Always Love You"" at its 36th ceremonies in 1994. Below is a list of awards for which she has been nominated and those that she won (the winner in each category has ★ mark). Grammy Awards and nominations for Whitney Houston Whitney Houston is one of the most successful female singers of all time. Her accomplishments have been recognized with six competitive Grammy Awards, and one Grammy Hall of Fame Award, giving her a total of 7 Grammy Awards. Though she has been nominated twenty-six times and for two times songs performed by her were nominated for Song of

the Top 11 simultaneously. The album was certified 18× platinum in the US alone, with worldwide sales of 42 million copies. Houston won three Grammys for the album in 1994, including two of the Academy's highest honors, Album of the Year and Record of the Year. In addition, she won a record 8 American Music Awards at that year's ceremony including the Award of Merit, 11 Billboard Music Awards, 3 Soul Train Music Awards in 1993–94 including Sammy Davis, Jr. Award as Entertainer of the Year, 5 NAACP Image Awards including Entertainer of the Year, a record 5 World Music

platinum (diamond) in the United States alone, and has sold 22 million copies worldwide. At the 1986 Grammy Awards, Houston was nominated for three awards including Album of the Year. She was not eligible for the Best New Artist category because of her previous hit R&B duet recording with Teddy Pendergrass in 1984. She won her first Grammy Award for Best Pop Vocal Performance, Female for ""Saving All My Love for You"". Houston's performance of the song during the Grammy telecast later earned her an Emmy Award for Outstanding Individual Performance in a Variety or Music Program. Houston won seven

American Music Award nominations for Whitney Houston Following is a list of American Music Award wins and nominations for pop/R&B icon Whitney Houston. Whitney Houston was nominated in a total of 38 categories and won 22 of them during her career AMA including two special awards ― Award of Merit and International Artist Award. At its 21st ceremonies in 1994, Houston tied Michael Jackson on the record for the most AMA ever won in a single year with 8 awards. Also, she is the second female artist with the most wins at AMA, after Taylor Swift and overall the forth",Whitney Houston received a total of 9 Grammy Awards.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
RQ3-0601,601,"Which American author wrote ""The Colour Out of Space"" and ""The Call of Cthulhu""?","It appeared in Lovecraft's short story ""The Colour Out of Space"" (1927).Howard Phillips Lovecraft ( ; August 20, 1890 – March 15, 1937) was an American author who achieved posthumous fame through his influential works of horror fiction. Among his most celebrated tales are ""The Call of Cthulhu"" and ""The Shadow over Innsmouth"", both canonical to the Cthulhu Mythos.","The author associated with both ""The Colour Out of Space"" and ""The Call of Cthulhu"" is Howard Phillips Lovecraft.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0602,602,Which United States Secretary of Energy has hosted the Texas Conference for Women?,"From 2000 until 2014, former Governor Rick Perry and former First Lady Anita Perry served as the official hosts of the event, which has featured keynote speakers including Dr. Maya Angelou, poet, author, educator and historian; Sarah Ferguson, Duchess of York, writer and family health advocate; Carly Fiorina, former CEO of HP; Maria Hinojosa, Emmy-nominated journalist and author; and Melinda French Gates, co-founder of the Bill & Melinda Gates Foundation.James Richard ""Rick"" Perry (born March 4, 1950) is an American author and politician who is the 14th and current United States Secretary of Energy, serving in the Cabinet of Donald Trump.",The United States Secretary of Energy who served as an official host of the Texas Conference for Women was Rick Perry.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0603,603,"Which superhero in the Marvel Comic, ""Runaway"" both possesses the Fistigons and has control over the Leapfrog?","After the Pride was destroyed by the Gibborim, control of the Leapfrog rested with Chase Stein and has since been used as the primary mode of transportation for the Runaways.Chase Stein (also known as Talkback), is a fictional character, a superhero in the Marvel Comics ""Runaways"". Chase shares a psychic and empathic link with deinonychus Old Lace, granting him the ability to command the dinosaur to do his bidding and also possesses the Fistigons, the world's most powerful gauntlets.",The superhero who both possesses the Fistigons and controls the Leapfrog is Chase Stein.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
