legacy_id,question,context,factoid,disagreement_fields,disagreement_count,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,A_secondary_tags,A_confidence,A_evidence_span,A_comment,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,B_confidence,B_evidence_span,B_comment,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category
363,What is a small network appliance and entertainment device that serves as a the media player for the iTunes Store?," It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc. It is a small network appliance and entertainment device that can receive digital data from a number of sources and stream it to a capable television.",Apple TV is a client device for content media.,atomicity;evidence_clarity;evidence_relation;primary_category,4,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc.",The context describes Apple TV as a network appliance/media device; the phrasing is compatible with that direct attribute.,FAIL,PASS,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc. || It is a small network appliance and entertainment device that can receive digital data from a number of sources and stream it to a capable television.",INVALID: Malformed device description is not a clear standalone proposition.,PASS,PASS,CLEAR,ENTAILED,Cat1
365,Michael Gambon did not portray Professor Albus Dumbledore in the Harry Potter films until after which event?,"Sir Michael John Gambon {'1': "", '2': "", '3': "", '4': ""} (born 19 October 1940) is an Irish-born English actor who has worked in theatre, television and film. Gambon has played the eponymous mystery writer protagonist in the BBC television serial ""The Singing Detective"", Jules Maigret in the 1990s ITV serial ""Maigret"", and Professor Albus Dumbledore in the final six ""Harry Potter"" films after the death of previous actor Richard Harris. For most of the series, he is the headmaster of the wizarding school Hogwarts.",He did not portray the character until after the death of previous actor Richard Harris.,primary_category,1,PASS,PASS,CLEAR,ENTAILED,Cat2,Cat4,high,"Gambon has played the eponymous mystery writer protagonist in the BBC television serial ""The Singing Detective"", Jules Maigret in the 1990s ITV serial ""Maigret"", and Professor Albus Dumbledore in the final six ""Harry Potter"" films after the death of previous actor Richard Harris.",The context supports the exception/temporal condition that Gambon took the role after Richard Harris's death.,PASS,PASS,CLEAR,ENTAILED,Cat4,HIGH,"Sir Michael John Gambon {'1': "", '2': "", '3': "", '4': ""} (born 19 October 1940) is an Irish-born English actor who has worked in theatre, television and film. || Gambon has played the eponymous mystery writer protagonist in the BBC television serial ""The Singing Detective"", Jules Maigret in the 1990s ITV serial ""Maigret"", and Professor Albus Dumbledore in the final six ""Harry Potter"" films after the death of previous actor Richard Harris.","Primary operation: date, duration, temporal position, or event sequence.",PASS,PASS,CLEAR,ENTAILED,Cat4
370,Song at the end of who dat boy?,"accompanied music video was uploaded on June 29, 2017 on Tyler's official YouTube channel. The music video was directed by Tyler under the pseudonym Wolf Haley. The music video features visual allusions to the 2017 film ""Get Out"" and rapper Action Bronson's face being sewn onto Tyler's. It also features a snippet of the song ""911"" at the end of the track. Who Dat Boy ""Who Dat Boy"" is a song by American rapper Tyler, the Creator. It was released on June 30, 2017 alongside, ""911 / Mr. Lonely"" through Columbia Records, as the lead singles from his fourth studio

Who Dat Boy ""Who Dat Boy"" is a song by American rapper Tyler, the Creator. It was released on June 30, 2017 alongside, ""911 / Mr. Lonely"" through Columbia Records, as the lead singles from his fourth studio album ""Flower Boy"". The song features vocals from ASAP Rocky. Tyler, the Creator began a one-week countdown on Twitter and Instagram to promote and release the two dual-singles called ""Who Dat Boy"" and ""911 / Mr. Lonely"" on June 30, 2017. The single is Tyler, the Creator's highest charting single to date debuting at 87 on the ""Billboard"" Hot 100. The song

before the announced release date of July 21. After a one-week countdown on Twitter and Instagram, Tyler, the Creator released a music video, titled ""Who Dat Boy"", to his official YouTube channel on June 29, 2017. The album's lead single, ""Who Dat Boy"" / ""911"", containing two songs: ""Who Dat Boy"" and ""911 / Mr. Lonely"" was released on June 30, 2017. The single peaked at number 87 on the US ""Billboard"" Hot 100. The album's second single, ""Boredom"", was released on July 11, 2017. The album's third single, ""I Ain't Got Time!"", was released on July 19, 2017. The","""911/Mr. Lonely"" was released through Columbia Records.",question_relevance;primary_category,2,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"Lonely"" through Columbia Records, as the lead singles from his fourth studio album ""Flower Boy"".","The release-label fact concerns the song named in the answer and is supported, though it is ancillary to identifying the song.",PASS,FAIL,CLEAR,ENTAILED,INVALID,MEDIUM,"Lonely"" through Columbia Records, as the lead singles from his fourth studio Who Dat Boy ""Who Dat Boy"" is a song by American rapper Tyler, the Creator. || Lonely"" through Columbia Records, as the lead singles from his fourth studio album ""Flower Boy"".",INVALID: Record-label information does not state which song appears at the end.,PASS,FAIL,CLEAR,ENTAILED,Cat1
373,Who did doc hudson's voice in cars?,"Doc Hudson Doc Hudson (also known as The Fabulous Hudson Hornet or simply Doc) is an animated, anthropomorphic retired race car who appears in the 2006 Pixar film ""Cars"" as a medical doctor and a local judge. He is voiced by actor Paul Newman in the first and third films and video game, and Corey Burton in all other media. Six-time Turismo Carretera champion Juan María Traverso voiced the character in the Rioplatense Spanish version of the first film. He is modeled after a 1951 Hudson Hornet. Doc Hudson (Voiced by Paul Newman in his last non-documentary film role) was

to win two NASCAR premier series championships (1951 and 1953). Doc Hudson Doc Hudson (also known as The Fabulous Hudson Hornet or simply Doc) is an animated, anthropomorphic retired race car who appears in the 2006 Pixar film ""Cars"" as a medical doctor and a local judge. He is voiced by actor Paul Newman in the first and third films and video game, and Corey Burton in all other media. Six-time Turismo Carretera champion Juan María Traverso voiced the character in the Rioplatense Spanish version of the first film. He is modeled after a 1951 Hudson Hornet. Doc Hudson (Voiced

Russo) in which he played the dissolute father of the protagonist, Miles Roby, and for which he won a Golden Globe and a Primetime Emmy. In 2006, in keeping with his strong interest in car racing, he provided the voice of Doc Hudson, a retired anthropomorphic race car, in Disney/Pixar's ""Cars"" — this was his final role for a major feature film. While not in the sequel ""Cars 2"" (2011), his voice was later used in the third film, ""Cars 3"" (2017), for which he received billing, almost nine years after his death. Newman retired from acting in May 2007,",The voice of Doc Hudson of the Pixar Cars films in all other English media is done by Corey Burton.,primary_category,1,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"He is voiced by actor Paul Newman in the first and third films and video game, and Corey Burton in all other media.","The context supports Corey Burton as the voice in other English media, but the wording does not necessarily identify the original film voice.",PASS,PASS,CLEAR,ENTAILED,Cat3,MEDIUM,"He is voiced by actor Paul Newman in the first and third films and video game, and Corey Burton in all other media. || In 2006, in keeping with his strong interest in car racing, he provided the voice of Doc Hudson, a retired anthropomorphic race car, in Disney/Pixar's ""Cars"" ‚Ä?this was his final role for a major feature film.","Verification turns on the scope exception: Corey Burton voices Doc Hudson in other English media, while Paul Newman voices the feature film.",PASS,PASS,CLEAR,ENTAILED,Cat3
376,How does the Amazon River compare with the Nile River?,"The Amazon River is one of the longest rivers in the world and carries more water than any other river. It flows through several South American countries, including Peru, Colombia, and Brazil. The Nile River, located in northeastern Africa, has traditionally been regarded as the longest river in the world. For decades, geographers have debated whether the Nile or the Amazon is longer, depending on the measurement method used. Despite this debate, the Amazon remains the largest river by discharge volume and contains the world's largest drainage basin. The river supports a vast ecosystem and is home to thousands of species of fish, birds, and mammals. The Amazon rainforest surrounding the river is one of the most biodiverse regions on Earth and plays a major role in regulating the global climate.",The Amazon River is definitively longer than the Nile River.,evidence_clarity;evidence_relation,2,PASS,PASS,AMBIGUOUS,NOT_ENOUGH_INFO,Cat5,,medium,The Amazon River is one of the longest rivers in the world and carries more water than any other river.,"The context explicitly says the Amazon-vs-Nile length question is debated, so a definitive longer-than claim is not established.",PASS,PASS,CLEAR,CONTRADICTED,Cat5,HIGH,"The Amazon River is one of the longest rivers in the world and carries more water than any other river. || For decades, geographers have debated whether the Nile or the Amazon is longer, depending on the measurement method used.","Primary operation: comparison, ranking, relative magnitude, or superlative.",PASS,PASS,CLEAR,CONTRADICTED,Cat5
378,When was Fannie Lee Chaney's son born?,"Fannie Lee Chaney (September 4, 1921 – May 22, 2007) was an American baker turned civil rights activist after her son James Chaney was murdered by the Ku Klux Klan during the 1964 Freedom Summer rides in Mississippi.James Earl Chaney (May 30, 1943 – June 21, 1964), from Meridian, Mississippi, was one of three American civil rights workers who were murdered during Freedom Summer by members of the Ku Klux Klan near Philadelphia, Mississippi.","May 30, 1943 is a date.",atomicity;question_relevance,2,FAIL,PASS,CLEAR,ENTAILED,INVALID,Cat4,high,"Fannie Lee Chaney (September 4, 1921 – May 22, 2007) was an American baker turned civil rights activist after her son James Chaney was murdered by the Ku Klux Klan during the 1964 Freedom Summer rides in Mississippi.James Earl Chaney (May 30, 1943 – June 21, 1964), from Meridian, Mississippi, was on","The date is correct but 'May 30, 1943 is a date' does not constitute a standalone answer proposition about James Chaney.",PASS,FAIL,CLEAR,ENTAILED,INVALID,HIGH,"Fannie Lee Chaney (September 4, 1921 ‚Ä?May 22, 2007) was an American baker turned civil rights activist after her son James Chaney was murdered by the Ku Klux Klan during the 1964 Freedom Summer rides in Mississippi.James Earl Chaney (May 30, 1943 ‚Ä?June 21, 1964), from Meridian, Mississippi, was on",INVALID: Vacuous date classification does not state the son's birth relation.,PASS,FAIL,CLEAR,ENTAILED,INVALID
382,What commercial starring Vinny Warren first debuted during Monday Night Football in December of 1999?,"Vinny Warren is an Irish-born American advertising creative director, most notable for his iconic ""Whassup? The first spot aired during ""Monday Night Football"", December 20, 1999.","The first commercial starring Vinny Warren was ""What's the deal?"".",evidence_relation,1,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,,medium,"The first spot aired during ""Monday Night Football"", December 20, 1999.","The context identifies the Whassup? campaign and timing, but the factoid's phrase 'What's the deal?' is not supported.",PASS,PASS,CLEAR,CONTRADICTED,Cat1,HIGH,"Vinny Warren is an Irish-born American advertising creative director, most notable for his iconic ""Whassup? || The first spot aired during ""Monday Night Football"", December 20, 1999.","Primary operation: direct entity, alias, attribute, membership, or lexical relation.",PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1
383,"Pandit Kishan Maharaj, was an Indian tabla player of Hindustani classical music, who belonged to which one of the six most common styles of playing of the Indian tabla? ",Pandit Kishan Maharaj (Hindi: किशन महाराज ) (3 September 1923 – 4 May 2008) was an Indian tabla player who belonged to the Benares gharana of Hindustani classical music.Benares gharānā is one of the six most common styles of playing of the Indian tabla.,The Benares gharānā is one of the six most common styles of playing of the Indian tabla.,primary_category,1,PASS,PASS,CLEAR,ENTAILED,Cat3,Cat1,high,Pandit Kishan Maharaj (Hindi: किशन महाराज ) (3 September 1923 – 4 May 2008) was an Indian tabla player who belonged to the Benares gharana of Hindustani classical music.Benares gharānā is one of the six most common styles of playing of the Indian tabla.,The context explicitly identifies Benares gharana and states it is one of six common styles.,PASS,PASS,CLEAR,ENTAILED,Cat1,MEDIUM,Pandit Kishan Maharaj (Hindi: ‡§ï‡§ø‡§∂‡§® ‡§Æ‡§π‡§æ‡§∞‡§æ‡§ú ) (3 September 1923 ‚Ä?4 May 2008) was an Indian tabla player who belonged to the Benares gharana of Hindustani classical music.Benares gharƒÅnƒÅ is one of the six most common styles of playing of the Indian tabla.,"Primary operation: direct entity, alias, attribute, membership, or lexical relation.",PASS,PASS,CLEAR,ENTAILED,Cat5
384,How long did finding neverland run on broadway?,"Finding Neverland (musical) Finding Neverland is an original musical with music and lyrics by Scott Frankel and Michael Korie and a book by James Graham. Inspired by the 1998 play ""The Man Who Was Peter Pan"" by Allan Knee and his 2004 adaptation ""Finding Neverland"", the musical made its world premiere at the Curve Theatre in Leicester in 2012, with the reworked version making its world premiere in 2014 at the American Repertory Theater in Cambridge, Massachusetts. Following completion of its Cambridge run, the production transferred to Broadway in March 2015. After 17 months on Broadway, the production of ""Finding

Broadway at the Lunt-Fontanne Theatre in March 2015. On 10 November 2014, it was announced that Matthew Morrison would take Jordan's place in the portrayal of J. M. Barrie in the Broadway production. Kelsey Grammer starred as Charles Frohman and Laura Michelle Kelly reprised the role of Sylvia Llewelyn Davies. Previews began 15 March 2015, with the official opening on 15 April. The production did not receive any Tony Award nominations. The Broadway production closed on August 21, 2016 after 565 performances. In early 2016 it was announced that ""Finding Neverland"" would open in London in 2017, starring Alfie Boe

1999 after just over ten years, on its 4,274th performance, having grossed more than £150 million in ticket sales during its London run. Hytner also directed the New York production, where the show recouped its $10.9m investment in 39 weeks. The show, at New York's Broadway Theatre, opened on 11 April 1991 and closed on 28 January 2001 after 4,092 performances. Hytner was on a percentage for both London and New York productions, allowing him (then aged 34) to never need worry about money again. ""It was a huge– a massive stroke of fortune,"" he said in 2010. ""It meant",Finding Neverland had 565 performances.,evidence_clarity,1,PASS,PASS,CLEAR,ENTAILED,Cat6,Cat4,high,"The Broadway production closed on August 21, 2016 after 565 performances.","The context explicitly states 565 performances, a numerical duration proxy for the run.",PASS,PASS,AMBIGUOUS,ENTAILED,Cat6,MEDIUM,"Finding Neverland (musical) Finding Neverland is an original musical with music and lyrics by Scott Frankel and Michael Korie and a book by James Graham. || In early 2016 it was announced that ""Finding Neverland"" would open in London in 2017, starring Alfie Boe 1999 after just over ten years, on its 4,274th performance, having grossed more than ¬£150 million in ticket sales during its London run.",The context reports both a 17-month duration and 565 performances; the factoid expresses run length as a performance count.,PASS,PASS,AMBIGUOUS,ENTAILED,Cat6
386,At which age Audrey Kathryn Lindvall's super model sister was discover by IMG scout?,"Audrey Kathryn Lindvall (August 11, 1982 – August 2, 2006) was an American model. She was the sister of supermodel Angela Lindvall, and the former face of Coach and Ann Taylor.Angela Lindvall (born January 14, 1979) is an American supermodel and actress. Lindvall was discovered by an IMG scout when she was 14 years old, and immediately signed with IMG New York.",Audrey Kathryn Lindvall was discovered by IMG scout at the age of 14.,evidence_relation;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat4,Cat1,medium,"Lindvall was discovered by an IMG scout when she was 14 years old, and immediately signed with IMG New York.",The context mentions the sisters but the shown excerpt does not clearly state the IMG discovery age.,PASS,PASS,CLEAR,CONTRADICTED,Cat1,HIGH,"Audrey Kathryn Lindvall (August 11, 1982 ‚Ä?August 2, 2006) was an American model. || Lindvall was discovered by an IMG scout when she was 14 years old, and immediately signed with IMG New York.","Primary operation: direct entity, alias, attribute, membership, or lexical relation.",PASS,PASS,CLEAR,CONTRADICTED,Cat1
393,"The rock band Lit was formed in 1995. As of the current year 2026, how many years has it been since the band was formed?","A Place in the Sun is the second studio album by the American rock band Lit.Lit is an American rock band, formed in 1995 in Fullerton, California. They are best known for their hit song ""My Own Worst Enemy"".",33 years,atomicity;primary_category,2,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,Cat6;Cat4,high,"A Place in the Sun is the second studio album by the American rock band Lit.Lit is an American rock band, formed in 1995 in Fullerton, California.","The bare duration is non-standalone and 2026 minus 1995 is 31, not 33.",PASS,PASS,CLEAR,CONTRADICTED,Cat6,HIGH,"A Place in the Sun is the second studio album by the American rock band Lit.Lit is an American rock band, formed in 1995 in Fullerton, California. || They are best known for their hit song ""My Own Worst Enemy"".","Primary operation: numerical value, measurement, count, or computation.",FAIL,PASS,CLEAR,CONTRADICTED,INVALID
394,Who publishes a horror game with protagonist Ellie?,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainment for PlayStation 4.",Sony Interactive Entertainment's notable studios include PlayStation All-Stars 34.,evidence_clarity,1,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat6,high,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainm",The studio-count statement is unrelated to the publisher question and unsupported.,PASS,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainm",INVALID: Malformed studio claim does not identify the publisher.,PASS,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID
395,Where does anything you can do i can do better come from?,"Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer attempting to outdo each other in increasingly complex tasks. In the musical, the song sets the scene for the climactic sharpshooting contest between Annie Oakley and Frank Butler. Its most memorable lines are, ""Anything you can do I can do better; I can do anything better than you."" The song was first performed in ""Annie Get Your Gun"" by

Ethel Merman and Ray Middleton. During the song, they argue playfully about who can, for example, sing softer, sing higher, sing sweeter, and hold a note for longer, and boast of their abilities and accomplishments, such as opening safes and living on bread and cheese, although Annie always seems to counter Frank's argument. Neither can ""bake a pie,"" though. Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer

choosing the occupation of ""newspaper carrier"" was required to ride a bicycle down a narrow yellow line (without veering from it) and throw several newspapers at targets. She lost control of the bicycle, fell to the studio floor, and apparently broke a bone. Wood mentioned other contestants being injured as well. The title of the show is inspired by a 1946 song called ""Anything You Can Do, I Can Do Better"" from the hit broadway musical ""Annie Get Your Gun"" (composed by Irving Berlin) as a sprirted duet with one male singer and one female singer attempting to outdo each","Irving Berlin composed ""Anything You Can Do (I Can Do Better)"".",question_relevance;primary_category,2,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"The title of the show is inspired by a 1946 song called ""Anything You Can Do, I Can Do Better"" from the hit broadway musical ""Annie Get Your Gun"" (composed by Irving Berlin) as a sprirted duet with one male singer and one female singer attempting to outdo each","The composer fact is supported and identifies the work's origin, though it does not name the Broadway musical source.",PASS,FAIL,CLEAR,ENTAILED,INVALID,HIGH,"Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". || Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"".",INVALID: Composer credit does not identify the Broadway musical source.,PASS,FAIL,CLEAR,ENTAILED,Cat1
399,Talking Smack is an American talk show whose past hosts have included the current Intercontinental Champion in his what?,"Talking Smack is an American talk show produced by WWE and currently airing on their subscription based streaming service, the WWE Network. Past hosts have included Daniel Bryan, Shane McMahon, The Miz and Jerry Lawler.Michael Gregory Mizanin (born October 8, 1980) is an American professional wrestler, reality television star, and actor. He is signed to WWE, where he performs on the Raw brand under the ring name The Miz and is the current Intercontinental Champion in his seventh reign.",The first reign in WWE is often associated with the first WWE Champion.,atomicity;evidence_clarity,2,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat1,high,"He is signed to WWE, where he performs on the Raw brand under the ring name The Miz and is the current Intercontinental Champion in his seventh reign.",The generic WWE-title statement is unrelated to the requested role/title context and unsupported.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"Talking Smack is an American talk show produced by WWE and currently airing on their subscription based streaming service, the WWE Network. || He is signed to WWE, where he performs on the Raw brand under the ring name The Miz and is the current Intercontinental Champion in his seventh reign.",INVALID: Vague generic statement does not answer the seventh-reign question.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID
402,"Which private, nonsectarian institution has a famous artist featured in major museum solo shows?"," Swoon has since been featured in major museums including a 2014 solo show, ""Submerged Motherlands"", at the Brooklyn Museum.Pratt Institute is a private, nonsectarian, non-profit institution of higher learning located in the Clinton Hill neighborhood of Brooklyn, New York, United States, with a satellite campus located at 14th Street in Manhattan and an extension campus in Utica, New York (Pratt MWP).",Pratt Institute is a member of the Association of Independent Colleges of Art and Design.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,,medium,"Swoon has since been featured in major museums including a 2014 solo show, ""Submerged Motherlands"", at the Brooklyn Museum.Pratt Institute is a private, nonsectarian, non-profit institution of higher learning located in the Clinton Hill neighborhood of Brooklyn, New York, United States, with a satel","The institution is relevant, but AICAD membership is not stated in the shown context.",PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"Swoon has since been featured in major museums including a 2014 solo show, ""Submerged Motherlands"", at the Brooklyn Museum.Pratt Institute is a private, nonsectarian, non-profit institution of higher learning located in the Clinton Hill neighborhood of Brooklyn, New York, United States, with a satel",INVALID: Unsupported association membership does not link the artist to Pratt Institute.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat1
404,"The band who released ""Take It All Back"" also released what EP themed around worship?","""Take It All Back"" is a song written and recorded by American folk band Judah & the Lion, released as a single from their second studio album ""Folk Hop N' Roll"". Their debut EP First Fruits was themed around worship.",Take It All Back was not released on their worship-themed EP.,question_relevance;primary_category,2,PASS,PASS,CLEAR,ENTAILED,Cat2,Cat1,high,"""Take It All Back"" is a song written and recorded by American folk band Judah & the Lion, released as a single from their second studio album ""Folk Hop N' Roll"".",The context places the song on a studio album and identifies a separate worship-themed debut EP.,PASS,FAIL,CLEAR,ENTAILED,INVALID,MEDIUM,"""Take It All Back"" is a song written and recorded by American folk band Judah & the Lion, released as a single from their second studio album ""Folk Hop N' Roll"". || Their debut EP First Fruits was themed around worship.",INVALID: Negates placement on the EP but does not identify First Fruits.,PASS,FAIL,CLEAR,ENTAILED,Cat2
410,Who publishes a horror game with protagonist Ellie?,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainment for PlayStation 4.",Sony Interactive Entertainment's notable studios include PlayStation 5.,evidence_clarity,1,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat6,high,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainm",The studio statement is unrelated and unsupported.,PASS,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainm",INVALID: Malformed studio claim does not identify the publisher.,PASS,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID
411,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must not rewrite any part of the input.,atomicity;evidence_clarity,2,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat1,high,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",This is an instruction artifact rather than a factual claim about the network.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",INVALID: Prompt-like instruction is not a factual proposition.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID
412,What is the length of the River which has Wild Horse Creek as a tributary ?,"Wild Horse Creek is a tributary of the Powder River in Wyoming.Powder River is a tributary of the Yellowstone River, approximately 375 mi long in northeastern Wyoming and southeastern Montana in the United States.",The length is 375 miles.,atomicity;primary_category,2,PASS,PASS,CLEAR,ENTAILED,Cat6,,high,"Wild Horse Creek is a tributary of the Powder River in Wyoming.Powder River is a tributary of the Yellowstone River, approximately 375 mi long in northeastern Wyoming and southeastern Montana in the United States.",The Powder River length is explicitly given as approximately 375 miles.,FAIL,PASS,CLEAR,ENTAILED,INVALID,HIGH,"Wild Horse Creek is a tributary of the Powder River in Wyoming.Powder River is a tributary of the Yellowstone River, approximately 375 mi long in northeastern Wyoming and southeastern Montana in the United States.",INVALID: Deictic measurement fragment omits the river entity.,FAIL,PASS,CLEAR,ENTAILED,INVALID
413,"Was John Travolta the only star of the film ""Moment by Moment""?","""Moment by Moment"" is the title theme song to the 1978 Universal Pictures film ""Moment by Moment"" starring Lily Tomlin and John Travolta.Mary Jean ""Lily"" Tomlin (born September 1, 1939) is an American actress, comedian, writer, singer, and producer.","The film ""Moment by Moment"" did not star only John Travolta.",primary_category,1,PASS,PASS,CLEAR,ENTAILED,Cat3,Cat2,high,"""Moment by Moment"" is the title theme song to the 1978 Universal Pictures film ""Moment by Moment"" starring Lily Tomlin and John Travolta.Mary Jean ""Lily"" Tomlin (born September 1, 1939) is an American actress, comedian, writer, singer, and producer.","The context names both Lily Tomlin and John Travolta, so Travolta was not the only star.",PASS,PASS,CLEAR,ENTAILED,Cat2,HIGH,"""Moment by Moment"" is the title theme song to the 1978 Universal Pictures film ""Moment by Moment"" starring Lily Tomlin and John Travolta.Mary Jean ""Lily"" Tomlin (born September 1, 1939) is an American actress, comedian, writer, singer, and producer.","Primary operation: negation, exclusion, exception, or proposition polarity.",PASS,PASS,CLEAR,ENTAILED,Cat2
421,The Monson Historical Society Museum is located in the town in what Maine county?,"The Monson Historical Society Museum is located on Main Street in the center of Monson, Maine.Monson is a town in Piscataquis County, Maine, United States.",Piscataquis County is the second least populous county in Maine.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat5,Cat1,medium,"The Monson Historical Society Museum is located on Main Street in the center of Monson, Maine.Monson is a town in Piscataquis County, Maine, United States.","The county is relevant, but its ranking as second least populous is not stated in the context.",PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,MEDIUM,"The Monson Historical Society Museum is located on Main Street in the center of Monson, Maine.Monson is a town in Piscataquis County, Maine, United States.",INVALID: County population rank does not link Monson to the county.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat5
