legacy_id,question,context,factoid,old_category,old_support,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,final_label_source,adjudicator_raw_atomicity,adjudicator_raw_question_relevance,adjudicator_raw_evidence_clarity,adjudicator_raw_evidence_relation,adjudicator_raw_primary_category,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category,final_support_binary,final_eligibility,legacy_action,changed_dimensions
333,"What railroad company acquired the Johnsonburg, Kane, Warren and Irvine Railroad?"," The JKWI was the designated operator of the Irvine, Warren, Kane & Johnsonburg Railroad, that was a partnership of Brock Railroad (a wholly owned subsidiary of Warren Car Company), Irvine Railroad (a wholly owned subsidiary of National Forge Company) and Struthers Wells Inter-American Corporation (a subsidiary of Struthers Wells), all three being Pennsylvania corporations, and had acquired from Conrail the following railroad line segments: MP 58.52 to MP 66.7 (Irvine to Warren) and MP 92.5 to MP 111.0 (Kane to Johnsonburg).Conrail, the Consolidated Rail Corporation, (reporting mark CR) , was the primary Class I railroad in the Northeastern United States between 1976 and 1999, when its routes were split between the CSX Corporation and Norfolk Southern Railway.",Brock Railroad was a wholly owned subsidiary of Warren Car Company.,Cat7,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
334," Which species, Cardwellia or Ochagavia, is native to South America?"," The species Cardwellia sublimis (northern silky oak) grows naturally only (endemic) in the rainforests of the wet tropics region of north eastern Queensland, Australia.Ochagavia is a genus of the botanical family Bromeliaceae, subfamily Bromelioideae. The genus is named for Sylvestris Ochagavia, Chilean minister of education. Endemic to southern and central Chile (including the Juan Fernández Islands), this genus is represented by four accepted species.",Silvestre Ochagavía Errázuriz was a member of the Academy of Food Sciences of Chile.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
335,"Socialism: Utopian and Scientific,is a book written in 1880 by co-founder of Marxism Friedrich Engels, primarily extracted from his earlier book titled what, a book first published in German in 1878?","Socialism: Utopian and Scientific (German: ""Die Entwicklung des Sozialismus von der Utopie zur Wissenschaft"" ) is a book written in 1880 by co-founder of Marxism Friedrich Engels, primarily extracted from his earlier book ""Anti-Dühring"", particularly from the introduction and Part 3, Chapter 2.Anti-Dühring (German: ""Herrn Eugen Dührings Umwälzung der Wissenschaft"" , ""Herr Eugen Dühring's Revolution in Science"") is a book by Friedrich Engels, first published in German in 1878.",Eugen Dühring was a German philosopher.,Cat1,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
336,Who played in the world series in 1989?,"champion Oakland A's, who won 104 games. The Twins eventually sank towards the bottom of the standings, finishing last in 1990. In 1991, the Twins returned to the playoffs by beating the Blue Jays in the ALCS and winning what many call the greatest World Series ever played over the Atlanta Braves. The 1987 World Series featured at least two players who would go on to win ""Manager of the Year"" awards. The Twins' Don Baylor won it in 1995 for his work with the Colorado Rockies while the Cardinals' Tony Peña won it in 2003 for his work with

1989 World Series The 1989 World Series was the 86th edition of Major League Baseball's championship series, and the conclusion of the 1989 Major League Baseball season. A best-of-seven playoff, it was played between the American League (AL) champion Oakland Athletics and the National League (NL) champion San Francisco Giants. The Series ran from October 14 through October 28, with the Athletics sweeping the Giants in four games. It was the first World Series sweep since 1976. The four game sweep by the Athletics at the time would mark only the third time in World Series history that a team

1987 World Series The 1987 World Series was the 84th edition of Major League Baseball's championship series, and the conclusion of the 1987 Major League Baseball season. It was a best-of-seven playoff played between the American League (AL) champion Minnesota Twins and the National League (NL) champion St. Louis Cardinals. The Twins defeated the Cardinals four games to three to win the Series. Twins pitcher Frank Viola was named as the 1987 World Series MVP. Minnesota was victorious in a World Series that was the first to feature games played indoors. It was also the first World Series in which",The Oakland Athletics swept the San Francisco Giants in four games in the 1989 World Series.,Cat4,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
337,What is the seating capacity of the stadium in which The 1988 Soviet Cup Final football match that took place?,"The 1988 Soviet Cup Final was a football match that took place at the Lenin's Central Stadium, Moscow on May 28, 1988.Luzhniki Stadium (Russian: Стадион «Лужники» ; ] ), is a sports stadium in Moscow, Russia. Its total seating capacity is 81,000 seats, all covered (upgraded).","The seating capacity of the stadium where The 1988 Soviet Cup Final took place is less than 90,000 seats.",Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat3,PASS,PASS,CLEAR,ENTAILED,Cat3,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat3,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
338,How many accepted species represent the botanical genus Ochagavia?," The species Cardwellia sublimis (northern silky oak) grows naturally only (endemic) in the rainforests of the wet tropics region of north eastern Queensland, Australia.Ochagavia is a genus of the botanical family Bromeliaceae, subfamily Bromelioideae. The genus is named for Sylvestris Ochagavia, Chilean minister of education. Endemic to southern and central Chile (including the Juan Fernández Islands), this genus is represented by four accepted species.",6,Cat6,UNSUPPORTED,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
339,Which star in The Pokrovsky Gate was also a director and occasional singer?," It was directed by Mikhail Kozakov and stars Oleg Menshikov, Leonid Bronevoy, and Inna Ulyanova.Oleg Evgenyevich Menshikov, (Russian: Оле́г Евге́ньевич Ме́ньшиков ; born 8 November 1960) is a Russian actor, theatre director and occasional singer.","The film ""Burnt by the Sun"" won the Oscar for Best Foreign Language Film in 1994 directed by Nikita Mikhalkov.",Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
340,"How many male singers are featured in the duet ""Anything You Can Do""?","Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer attempting to outdo each other in increasingly complex tasks. In the musical, the song sets the scene for the climactic sharpshooting contest between Annie Oakley and Frank Butler. Its most memorable lines are, ""Anything you can do I can do better; I can do anything better than you."" The song was first performed in ""Annie Get Your Gun"" by

Ethel Merman and Ray Middleton. During the song, they argue playfully about who can, for example, sing softer, sing higher, sing sweeter, and hold a note for longer, and boast of their abilities and accomplishments, such as opening safes and living on bread and cheese, although Annie always seems to counter Frank's argument. Neither can ""bake a pie,"" though. Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer

choosing the occupation of ""newspaper carrier"" was required to ride a bicycle down a narrow yellow line (without veering from it) and throw several newspapers at targets. She lost control of the bicycle, fell to the studio floor, and apparently broke a bone. Wood mentioned other contestants being injured as well. The title of the show is inspired by a 1946 song called ""Anything You Can Do, I Can Do Better"" from the hit broadway musical ""Annie Get Your Gun"" (composed by Irving Berlin) as a sprirted duet with one male singer and one female singer attempting to outdo each",1,Cat6,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
341,"Of the film directors Kenji Mizoguchi and Andrzej Żuławski, which one often went against mainstream commercialism in his films?","Kenji Mizoguchi (溝口 健二 , Mizoguchi Kenji , May 16, 1898 – August 24, 1956) was a Japanese film director and screenwriter.Andrzej Żuławski (] ; 22 November 1940 – 17 February 2016) was a Polish film director and writer. Żuławski often went against mainstream commercialism in his films, and enjoyed success mostly with European art-house audiences.",Kenji Mizoguchi never went against mainstream commercialism.,Cat2,UNSUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat2,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat2,PASS,PASS,CLEAR,CONTRADICTED,Cat2,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
342,"The author of ""Evolution: A Theory in Crisis"" is a Senior Fellow at what institute?","Evolution: A Theory in Crisis is a 1985 book by Michael Denton arguing that the scientific theory of evolution by natural selection is a ""theory in crisis"". He is a Senior Fellow at the Discovery Institute's Center for Science and Culture.",Discovery Institute's Center for Science and Culture exists.,Cat1,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
343,Which of the following airports can be accessed from Fairbanks via the Elliot and Dalton highways: Deadhorse Airport or Evansville Regional Airport?,"Deadhorse Airport (IATA: SCC, ICAO: PASC, FAA LID: SCC) is a public airport located in Deadhorse on the North Slope of Alaska. It can be accessed from Fairbanks via the Elliott and Dalton highways.Evansville Regional Airport (IATA: EVV, ICAO: KEVV, FAA LID: EVV) is three miles north of Evansville, in Vanderburgh County, Indiana, United States.",Neither airport can be accessed from Fairbanks.,Cat2,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat3,PASS,PASS,CLEAR,CONTRADICTED,Cat2,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat2,PASS,PASS,CLEAR,CONTRADICTED,Cat2,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
344,Who wrote remember me i'm the one who loves you?,"while reaching No. 7 on ""Billboard""s Easy Listening chart, and No. 14 on Canada's R.P.M. Play Sheet. (Remember Me) I'm the One Who Loves You ""(Remember Me) I'm The One Who Loves You"" is a song written and originally sung by Stuart Hamblen, which he released in 1950. The song was also a hit for Ernest Tubb the same year, and Dean Martin in 1965. Hamblen's version reached No. 2 on ""Billboard""s chart of ""Country & Western Records Most Played by Folk Disk Jockeys"", No. 3 on ""Billboard""s chart of ""Best-Selling Retail Folk (Country & Western) Records"", and No. 4

(Remember Me) I'm the One Who Loves You ""(Remember Me) I'm The One Who Loves You"" is a song written and originally sung by Stuart Hamblen, which he released in 1950. The song was also a hit for Ernest Tubb the same year, and Dean Martin in 1965. Hamblen's version reached No. 2 on ""Billboard""s chart of ""Country & Western Records Most Played by Folk Disk Jockeys"", No. 3 on ""Billboard""s chart of ""Best-Selling Retail Folk (Country & Western) Records"", and No. 4 on ""Billboard""s chart of ""Most Played Juke Box Folk (Country & Western) Records."" Hamblen's version was also

chorus."" Ruhlman added that ""...The country market never bit at these records, but Martin had a clutch of material that sounded fresh to pop fans. And, the liner notes notwithstanding, Bowen and Freeman knew that the time had come to vary the formula."" (Remember Me) I'm the One Who Loves You (album) (Remember Me) I'm the One Who Loves You is a 1965 studio album by Dean Martin, produced by Jimmy Bowen and arranged by Ernie Freeman. The album was Martin's fifth album to appear in the Top 40, and peaked at number 12 on the ""Billboard"" Top LP's chart.",Hamblen's version performed best on Billboard's 'Country & Western Records Most Played by Folk Disk Jockeys' chart.,Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
345,"Regarding its initial release in 1968, 'I Can't Let Maggie Go' was not included on what type of Honeybus record?","I Can't Let Maggie Go ""I Can't Let Maggie Go"" is a song by the British pop group Honeybus from early 1968. Written by band member Pete Dello, it was released as a non-album single. The song became an international Top 20 hit, reaching number 13 in New Zealand and number 11 in Ireland. It did best in their native United Kingdom, where it reached number eight in the UK Singles Chart. ""I Can't Let Maggie Go"" was included on the group's later compilation LPs, ""Honeybus at Their Best"" and ""Old Masters Hidden Treasures"". The song was also a top

with 1968's ""I Can't Let Maggie Go"", which was so popular that it earned the band a cover photo on the popular music magazine, ""Disc and Music Echo"", for which they posed atop a red London bus. ""I Can't Let Maggie Go"" reached Number 8 in the UK Singles Chart, in April 1968, staying in the Top 40 for over two months. Dello resigned in August 1968. The band recruited Jim Kelly on guitar and vocals to replace him and Cane began songwriting and performing lead vocals. This line-up scored minor successes with ""She Sold Blackpool Rock"" and ""Girl Of

10 hit in Italy, with a 1968 version made by Equipe 84, entitled ""Un angelo blu"" (""A blue angel""). It enjoyed an unexpected reprise in popularity in the 1970s, when it was used as the soundtrack for a television advertisement for ""Nimble"", a bread produced for slimmers. ""I Can't Let Maggie Go"" has been covered by J. Vincent Edwards in 1974, as well as by the Sideburns in 1993. David Essex included his own version on the 2005 compilation album, ""The Complete Collection"". I Can't Let Maggie Go ""I Can't Let Maggie Go"" is a song by the British pop","It was not included on a studio album, as it was released as a non-album single.",Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat2,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
346,Who sang if i were a boy originally?,"If I Were a Boy ""If I Were a Boy"" is a song performed by American singer and songwriter Beyoncé from her third studio album ""I Am... Sasha Fierce"" (2008). ""If I Were a Boy"" was written by BC Jean and Toby Gad, who also handled its production alongside Beyoncé. Inspired by the difficult break-up of a romantic relationship, the song was initially recorded by Jean, whose record company rejected it. Beyoncé then recorded her own version. Jean was upset when she learned that Beyoncé was releasing it as a single, but eventually, they reached an agreement. Columbia Records released

was an artist, so it was, like, 'Oh, this songwriter BC.' "" ""If I Were a Boy"" was the first song she ever recorded, and she initially did not intend to hand it to another singer. Jean said that the fact that Beyoncé recorded the ballad provided many opportunities, and she was approached by many people who wanted to purchase her lyrics. She refused their offers, desiring to use her songs for her own album. However, Jean still intends to write for other artists. ""If I Were a Boy"" is a midtempo pop and R&B ballad, with folk rock and

US. The accompanying music video for ""If I Were a Boy"" was directed by Jake Nava and shot in black-and-white. With a theme of role reversal, it is conceptually similar to the American comedy film ""Freaky Friday"" (1976). A video for the Spanish version of the ballad was edited from the original clip. Beyoncé promoted ""If I Were a Boy"" through live performances at venues including ""The Oprah Winfrey Show"", the 52nd Grammy Awards, and the I Am... World Tour (2009–10). The song has been covered several times on televised music competitions. American singer Reba McEntire sang a country version","""If I Were a Boy"" was written by Toby Gad.",Cat7,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
347,"Which documentary film was released first, Station to Station or Black Chicks Talking?","Station to Station is the 2014 film of Doug Aitken's 2013 ""Nomadic Happening"", the film is made up of 62 one-minute films.Black Chicks Talking is an arts project by Australian actress Leah Purcell featuring a 2001 documentary film, a 2002 book, a stage production and an art exhibition.",The five Aboriginal women discuss their experiences as Aboriginal women in contemporary Australia.,Cat6,UNSUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
348,When was the  Prime Minister of India after which V. K. Krishna Menon was regarded as the second most powerful man in India born?  ,"Vengalil Krishnan Krishna Menon (3 May 1896 – 6 October 1974) was an Indian nationalist, diplomat and politician, described by some as the second most powerful man in India, after his ally, 1st Prime Minister of India Jawaharlal Nehru.Jawaharlal Nehru ( ; ; 14 November 1889 – 27 May 1964) was the first Prime Minister of India and a central figure in Indian politics before and after independence.",V.K. Krishna Menon was born on 3 May 1896.,Cat4,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
349,"Based on the span of years provided in the text, for how many years did John Amos play the role of James Evans, Sr. on the series ""Good Times""?"," The film co-stars Bonnie Bedelia (reprising her role as Holly McClane), William Sadler, Art Evans, William Atherton (reprising his role as Richard ""Dick"" Thornburg), Franco Nero, Dennis Franz, Fred Thompson, John Amos and Reginald VelJohnson, returning briefly in his role as Sgt. Al Powell from the first film.John Allen Amos Jr. (born December 27, 1939) is an American actor who is best known for his role as James Evans, Sr. on the CBS television series ""Good Times"" (1974–76).",2 years,Cat6,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
350,"the head coach of the LSU Tigers football team is Ed Orgeron, who is currently the head coach at what university?",The LSU Tigers football team represents Louisiana State University in the sport of American football. He is currently the head coach at Louisiana State University (LSU).,Ed Orgeron is currently the head coach at Louisiana State Normal School.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat1,PASS,PASS,CLEAR,CONTRADICTED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat1,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY
351,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must extract atomic facts from this text.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
352,What poem by this writer born in September 1872 was used in devotional and spoken word recordings?,"Max Ehrmann (September 26, 1872 – September 9, 1945) was an American writer, poet, and attorney from Terre Haute, Indiana, widely known for his 1927 prose poem ""Desiderata"" (Latin: ""things desired"").""Desiderata"" (Latin: ""desired things"") is a 1927 prose poem by American writer Max Ehrmann. Largely unknown in the author's lifetime, the text became widely known after its use in devotional and spoken-word recordings in 1971 and 1972.",The prose poem 'Desiderata' became widely known before it was used in devotional recordings.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat4,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat4,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
353,Who got rid of the romans in britain?,"End of Roman rule in Britain The end of Roman rule in Britain was the transition from Roman Britain to post-Roman Britain. Roman rule ended in different parts of Britain at different times, and under different circumstances. In 383, the usurper Magnus Maximus withdrew troops from northern and western Britain, probably leaving local warlords in charge. Around 410, the Romano-British expelled the magistrates of the usurper Constantine III, ostensibly in response to his failures to use the Roman garrison he had stripped from Britain to protect the island. Roman Emperor Honorius replied to a request for assistance with the ""Rescript

the Romano-Britons to revolt. Regarding the events of 409 and 410 when the Romano-Britons expelled Roman officials and sent a request for aid to Honorius, Michael Jones (""The End of Roman Britain"", 1998) offered a different chronology to the same end result: he suggested that the Britons first appealed to Rome and when no help was forthcoming, they expelled the Roman officials and took charge of their own affairs. One theory that occurs in some modern histories concerns the ""Rescript of Honorius"", holding that it refers to the cities of the Bruttii (who lived at the ""toe"" of Italy in

Roman Britain Roman Britain ( or, later, """", ""the Britains"") was the area of the island of Great Britain that was governed by the Roman Empire, from 43 to 410 AD. It comprised almost all of England and Wales and, for a short period, southern Scotland. Julius Caesar invaded Britain in 55 and 54 BC as part of his Gallic Wars. According to Caesar, the Britons had been overrun or culturally assimilated by other Celtic tribes during the British Iron Age and had been aiding Caesar's enemies. He received tribute, installed a friendly king over the Trinovantes, and returned to","In 383, the usurper Magnus Maximus withdrew troops from northern Britain.",Cat4,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat4,PASS,PASS,CLEAR,ENTAILED,Cat4,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat4,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
354,Essential Montreux is a box-set by a singer known for being a guitar virtuoso in what two genres?,"Essential Montreux is a special edition, five CD box-set, by Northern Irish, blues rock guitarist and singer, Gary Moore.Robert William Gary Moore (4 April 1952 – 6 February 2011) was a Northern Irish musician, most widely recognised as a singer, songwriter, and virtuoso rock and blues guitarist.",blues is a genre of music.,Cat1,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
355,"Based on its description as a bimonthly publication, the magazine ""Make"" is issued every how many months?","William Gurstelle (born March 29, 1956) is an American nonfiction author, magazine writer, and inventor. He is a feature columnist for ""Make"" magazine and a columnist and contributing editor at ""Popular Science"" magazine.Make: (or ""MAKE:"") is an American bimonthly magazine published by Maker Media which focuses on do it yourself (DIY) and/or DIWO (Do It With Others) projects involving computers, electronics, robotics, metalworking, woodworking and other disciplines.",2 months,Cat6,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
356,"Based on the release years provided in the text, how many years after ""Beyond the Gates of Splendor"" was the documentary ""Jesus Camp"" released?","Beyond the Gates of Splendor (also Beyond the Gates) is a feature-length documentary film that was released in 2004.Jesus Camp is a 2006 American documentary film directed by Rachel Grady and Heidi Ewing about a Charismatic Christian summer camp, where children spend their summers being taught that they have ""prophetic gifts"" and can ""take back America for Christ"".",2 years,Cat6,UNSUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
357," ""Your Love Had Taken Me That High"" is a song recorded by a singer that received a string of Country Music Association awards for duets with who?","""Your Love Had Taken Me That High"" is a song written by Jack Dunham and Galen Raye, and recorded by American country music artist Conway Twitty.Conway Twitty (born Harold Lloyd Jenkins; September 1, 1933 – June 5, 1993) was an American country music singer. From 1971 to 1976, Twitty received a string of Country Music Association awards for duets with Loretta Lynn.",The singer had received many awards.,Cat3,SUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,AMBIGUOUS,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,AMBIGUOUS,ENTAILED,INVALID,PASS,FAIL,AMBIGUOUS,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
358,What country does Florida Board of Regents and State University System of Florida have in common?,"The Florida Board of Regents was from 1965 to 2001 the governing body for the State University System of Florida, which includes all public universities in the state of Florida, United States.The State University System of Florida (SUS, or SUSF out-of-state) is a system of twelve public universities in the U.S. state of Florida.",Both are located in the Northern Hemisphere.,Cat3,UNSUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FALL,CLEAR,CONTRADICTED,INVALID,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
359,The Abbey of Saint-Étienne was founded by a descendant of who?,"The Abbey of Saint-Étienne, also known as Abbaye aux Hommes (""Men's Abbey"") by contrast with the Abbaye aux Dames (""Ladies' Abbey""), is a former Benedictine monastery in the French city of Caen, Normandy, dedicated to Saint Stephen. It was founded in 1063 by William the Conqueror and is one of the most important Romanesque buildings in Normandy.William I (c. 1028 – 9 September 1087), usually known as William the Conqueror and sometimes William the Bastard, was the first Norman King of England, reigning from 1066 until his death in 1087. A descendant of Rollo, he was Duke of Normandy (as Duke William II) from 1035 onward.",The Abbey of Saint-Étienne was founded by William the Conqueror.,Cat7,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,AMBIGUOUS,ENTAILED,Cat1,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
360,The Curzon Ashton L.F.C. consists of which gender?,"Curzon Ashton Ladies Football Club is an English women's football club affiliated with Curzon Ashton F.C..Curzon Ashton Football Club is a semi-professional football club based in the market town of Ashton-under-Lyne, Greater Manchester, England, that competes in the National League North, the sixth-highest division overall in the English football league system, and are members of the Manchester County Football Association.",Ladies is often used as a polite or formal way to address women.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
361,Who was born first Vladimir Voevodsky or Anatoly Maltsev ,"Vladimir Alexandrovich Voevodsky ( ; Russian: Влади́мир Алекса́ндрович Воево́дский , 4 June 1966 - 30 September 2017) was a Russian mathematician.Anatoly Ivanovich Maltsev (also: Malcev, Mal'cev; Russian: Анато́лий Ива́нович Ма́льцев; 27 November N.S./14 November O.S. 1909, Moscow Governorate – 7 June 1967, Novosibirsk) was born in Misheronsky, near Moscow, and died in Novosibirsk, USSR.",Anatoly Ivanovich Maltsev is a person.,Cat1,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
