legacy_id,factoid,old_category,final_category,old_support,final_support,final_eligibility,action,changed_dimensions,final_label_source
310,The year is 1664.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
311,"The number is 1,200.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
312,The West Lancashire Evening Gazette is a multi-time advertiser.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
313,The biggest jump to number-one occurred in the history.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
314,The band produced seven gold albums.,Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
315,Oberon is the ninth-most massive moon in the Solar System.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
316,The population could not be determined.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
317,Silvestre Ochagavía Errázuriz was a member of the Academy of Restoration Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
318,The West Lancashire Evening Gazette is a print advertiser.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
319,"The actress who played Brittany in ""Sexy"" is not British.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
320,Sony Interactive Entertainment only publishes video games that are developed by Naughty Dog.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
321,"The 1991 Major League Baseball All-Star Game was played on July 9, 1991.",Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
322,Corleonesi's violent campaign resulted in numerous high-profile murders.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
323,"The phrase is ""Two Birds, One Stone"".",Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
324,The year is 1967.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
325,A key moment in Gavin Shipman and Stacey Jenkins's relationship is their first meeting.,Cat4,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
326,"More than 30,000 people attend weekly.",Cat5,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
327,The two personalities began to overlap.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
328,Specialty Records was founded by Art Rupe.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
329,Deadpool 2 is a film.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
330,R2Bees has won several awards.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
331,Saddleback Mountain Resort is the third largest.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
332,The 2013 NRA 500 race was held after the month of April 2013.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
333,Brock Railroad was a wholly owned subsidiary of Warren Car Company.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
334,Silvestre Ochagavía Errázuriz was a member of the Academy of Food Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
335,Eugen Dühring was a German philosopher.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
336,The Oakland Athletics swept the San Francisco Giants in four games in the 1989 World Series.,Cat4,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
337,"The seating capacity of the stadium where The 1988 Soviet Cup Final took place is less than 90,000 seats.",Cat5,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
338,6,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
339,"The film ""Burnt by the Sun"" won the Oscar for Best Foreign Language Film in 1994 directed by Nikita Mikhalkov.",Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
340,1,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
341,Kenji Mizoguchi never went against mainstream commercialism.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
342,Discovery Institute's Center for Science and Culture exists.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
343,Neither airport can be accessed from Fairbanks.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
344,Hamblen's version performed best on Billboard's 'Country & Western Records Most Played by Folk Disk Jockeys' chart.,Cat5,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
345,"It was not included on a studio album, as it was released as a non-album single.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
346,"""If I Were a Boy"" was written by Toby Gad.",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
347,The five Aboriginal women discuss their experiences as Aboriginal women in contemporary Australia.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
348,V.K. Krishna Menon was born on 3 May 1896.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
349,2 years,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
350,Ed Orgeron is currently the head coach at Louisiana State Normal School.,Cat4,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
351,MTV must extract atomic facts from this text.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
352,The prose poem 'Desiderata' became widely known before it was used in devotional recordings.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
353,"In 383, the usurper Magnus Maximus withdrew troops from northern Britain.",Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
354,blues is a genre of music.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
355,2 months,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
356,2 years,Cat6,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
357,The singer had received many awards.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
358,Both are located in the Northern Hemisphere.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
359,The Abbey of Saint-Étienne was founded by William the Conqueror.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
360,Ladies is often used as a polite or formal way to address women.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
361,Anatoly Ivanovich Maltsev is a person.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
362,4,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
363,Apple TV is a client device for content media.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
364,Easy Company is part of the 101st Airborne Division.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
365,He did not portray the character until after the death of previous actor Richard Harris.,Cat2,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
366,The Pacific Ocean is the largest ocean on Earth.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
367,"Brown v. Board of Education did not uphold the ""separate but equal"" doctrine in public education.",Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
368,The year is 1957.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
369,The International Federation of Association Football is the highest governing body of association football.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
370,"""911/Mr. Lonely"" was released through Columbia Records.",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
371,Patiala gharana has produced many notable musicians over the years.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
372,Judy Loe is the actress who starred in Space Island One.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
373,The voice of Doc Hudson of the Pixar Cars films in all other English media is done by Corey Burton.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
374,Ulster County offers pumpkin picking in the fall.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
375,Henry Ward Beecher was a prominent 19th-century clergyman.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
376,The Amazon River is definitively longer than the Nile River.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
377,The Saturday Evening Post was founded by Cyrus H. K. Curtis.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
378,"May 30, 1943 is a date.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
379,Puklo srce is an album.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
380,The Domesday Book does not refer to Downton.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
381,"The film whose soundtrack includes ""Never Give Up"" is not based on a fictional book.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
382,"The first commercial starring Vinny Warren was ""What's the deal?"".",Cat4,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
383,The Benares gharānā is one of the six most common styles of playing of the Indian tabla.,Cat3,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
384,Finding Neverland had 565 performances.,Cat6,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
385,"The number is 6,960.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
386,Audrey Kathryn Lindvall was discovered by IMG scout at the age of 14.,Cat6,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
387,5,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
388,John Feckenham was the last abbot of Westminster Abbey.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
389,World TeamTennis features teams of both male and female players.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
390,The five American missionaries were Jim Elliot.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
391,120 mmHg,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
392,Each team plays a total of 22 matches in the league stage.,Cat6,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
393,33 years,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
394,Sony Interactive Entertainment's notable studios include PlayStation All-Stars 34.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
395,"Irving Berlin composed ""Anything You Can Do (I Can Do Better)"".",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
396,"""Total Eclipse of the Heart"" was not recorded by Meat Loaf.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
397,The 1990 sci-fi film was directed by Joel Silberg.,Cat4,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
398,"""I Don't Wanna Live Without Your Love"" is the first Chicago single to feature Bill Champlin performing all lead vocals himself.",Cat4,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
399,The first reign in WWE is often associated with the first WWE Champion.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
400,"""If I Were a Boy"" is from Beyoncé's third studio album I Am... Sasha Fierce (2008).",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
401,"Diane Warren did not sing the lead vocals on ""I Don't Wanna Live Without Your Love"".",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
402,Pratt Institute is a member of the Association of Independent Colleges of Art and Design.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
403,Rock am Ring camping areas are filled with partying all weekend long.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
404,Take It All Back was not released on their worship-themed EP.,Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
405,"The number is 2,586.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
406,"The Joy Formidable consists of Ritzy Bryan, Rhydian Dafydd, and Matt Thomas.",Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
407,Greenland has been politically and culturally associated with Europe for more than a millennium.,Cat4,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
408,"In the Rioplatense Spanish version of the first movie, the voice of Doc Hudson is voiced by Juan María Traverso.",Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
409,Renee Montagne succeeded a host.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
410,Sony Interactive Entertainment's notable studios include PlayStation 5.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
411,MTV must not rewrite any part of the input.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
412,The length is 375 miles.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
413,"The film ""Moment by Moment"" did not star only John Travolta.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
414,Suria KLCC is a shopping mall.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
415,Las Posadas commemorates the journey of Mary and Joseph to Bethlehem.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
416,Affirmative action is debated in many countries.,Cat3,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
417,"The extended play Edward Christopher Sheeran released in 2010 is called ""Songs I Wrote with Amy.""",Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
418,The small town has less population than 744.,Cat6,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
419,The 69th Infantry Regiment is a military unit.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
420,"""If I Were a Boy"" was written by BC Jean.",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
421,Piscataquis County is the second least populous county in Maine.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
422,Some other locations were filmed in and around the village of Britannia Beach.,Cat3,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
423,Thomas Talbot is the 21st Earl of Arundel.,Cat6,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
424,Greenland is the world's largest island.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
425,Rebecca Rippy shared the stage with several well-known acts and artists.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
426,At least 22 people were killed in the Astor Place Riot.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
427,"July 12, 1948 is a date.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
428,The United States Supreme Court is the highest court in the United States.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
429,"The male singer and the female singer in the duet ""Anything You Can Do (I Can Do Better)"" attempt to outdo each other in increasingly complex tasks.",Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
430,55 years,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
431,"The number is 39,134.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
432,The American Chemical Society is based in the United States.,Cat1,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
433,"""You Make Loving Fun"" was not actually written about Christine McVie's dog.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
434,"The song ""I Can't Let Maggie Go"" has been covered by David Essex in 2005.",Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
435,The History Boys won the 2006 Tony Award for Best Play.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
436,The person is 14 years old.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
437,Season 6 of the American musical soap opera television series Nashville has 8 episodes in each part.,Cat3,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
438,The singer's first album ranked at number three.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
439,The French started trading in the 17th century.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
440,Lance King spent only a few years in the heavy metal music industry.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
441,Silvestre Ochagavía Errázuriz was a member of the Academy of Literary Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
442,The television series 'Love/Hate' was broadcast after the series 'Clean Break'.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
443,Chris Evert is not from Italy.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
444,The majority of the album Blackstar was recorded in secret.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
445,1 year,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
446,FIFA has more member states than the United Nations.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
447,There were 12 episodes released in Season 2 of Wynonna Earp.,Cat6,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
448,Sony Interactive Entertainment's notable studios include PlayStation All-Stars 4.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
449,Critics considered the story of Naboth's Vineyard more similar to the drama than the story of Marvin Heemeyer.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
450,Silvestre Ochagavía Errázuriz was a member of the Academy of Literary Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
451,"The song ""I Don't Wanna Live Without Your Love"" was written by Albert Hammond.",Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
452,Sinbad starred in all five of the films listed in the text.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
453,3,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
454,Hacker-Pschorr Brewery must limit Hacker-Pschorr Brewery's beer's purity.,Cat3,Cat1,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY;SUPPORT,THIRD_PERSON_ADJUDICATION
455,End of the Spear was released in 2005.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
456,MTV's task is to extract all specific factual propositions from the given text.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
457,Comet Halley will next appear in late 2081.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
458,Sony Interactive Entertainment's notable studios include PlayStation All-Stars 29.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
459,The nine justices serve during good behavior.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
460,The ice hockey team will play without the ice hockey team's star goaltender.,Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
461,Puss in Boots: The Three Diablos is a sequel to exactly one film.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
462,Both were involved in filmmaking.,Cat3,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
463,"Supernatural premiered on September 13, 2005.",Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
464,Continental crust is less dense than oceanic crust.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
465,Allegiant Air was founded in 1997.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
466,Silvestre Ochagavía Errázuriz was a member of the Academy of Museological Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
