Dataset_ID,Manual_Review_Result,Modification_Details,Deletion_Details
haluevalqa-03701,Keep,,
haluevalqa-03702,Keep,,
haluevalqa-03704,Keep,,
haluevalqa-03705,Keep,,
haluevalqa-03706,Keep,,
haluevalqa-03708,Keep,,
haluevalqa-03710,Keep,,
haluevalqa-03711,Keep,,
haluevalqa-03713,Keep,,
haluevalqa-03723,Keep,,
haluevalqa-03724,Keep,,
haluevalqa-03725,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-03730,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03743,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03744,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03746,Keep,,
haluevalqa-03751,Keep,,
haluevalqa-03754,Keep,,
haluevalqa-03756,Keep,,
haluevalqa-03757,Keep,,
haluevalqa-03759,Keep,,
haluevalqa-03760,Keep,,
haluevalqa-03762,Keep,,
haluevalqa-03764,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03766,Keep,,
haluevalqa-03769,Keep,,
haluevalqa-03773,Keep,,
haluevalqa-03774,Keep,,
haluevalqa-03775,Keep,,
haluevalqa-03778,Keep,,
haluevalqa-03779,Keep,,
haluevalqa-03780,Keep,,
haluevalqa-03783,Keep,,
haluevalqa-03785,Keep,,
haluevalqa-03786,Keep,,
haluevalqa-03789,Keep,,
haluevalqa-03793,Keep,,
haluevalqa-03794,Keep,,
haluevalqa-03795,Keep,,
haluevalqa-03796,Keep,,
haluevalqa-03797,Keep,,
haluevalqa-03801,Keep,,
haluevalqa-03802,Keep,,
haluevalqa-03805,Keep,,
haluevalqa-03806,Keep,,
haluevalqa-03807,Keep,,
haluevalqa-03808,Keep,,
haluevalqa-03814,Keep,,
haluevalqa-03821,Keep,,
haluevalqa-03822,Keep,,
haluevalqa-03824,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03825,Keep,,
haluevalqa-03826,Keep,,
haluevalqa-03828,Keep,,
haluevalqa-03832,Keep,,
haluevalqa-03835,Keep,,
haluevalqa-03839,Keep,,
haluevalqa-03841,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-03842,Keep,,
haluevalqa-03846,Keep,,
haluevalqa-03855,Keep,,
haluevalqa-03856,Keep,,
haluevalqa-03857,Keep,,
haluevalqa-03858,Keep,,
haluevalqa-03860,Keep,,
haluevalqa-03861,Keep,,
haluevalqa-03867,Keep,,
haluevalqa-03868,Keep,,
haluevalqa-03870,Keep,,
haluevalqa-03871,Keep,,
haluevalqa-03872,Keep,,
haluevalqa-03873,Keep,,
haluevalqa-03874,Keep,,
haluevalqa-03880,Keep,,
haluevalqa-03882,Keep,,
haluevalqa-03883,Keep,,
haluevalqa-03884,Keep,,
haluevalqa-03885,Keep,,
haluevalqa-03888,Keep,,
haluevalqa-03892,Keep,,
haluevalqa-03893,Keep,,
haluevalqa-03896,Keep,,
haluevalqa-03902,Keep,,
haluevalqa-03903,Keep,,
haluevalqa-03905,Keep,,
haluevalqa-03907,Keep,,
haluevalqa-03911,Keep,,
haluevalqa-03913,Keep,,
haluevalqa-03914,Keep,,
haluevalqa-03915,Keep,,
haluevalqa-03919,Keep,,
haluevalqa-03920,Keep,,
haluevalqa-03921,Keep,,
haluevalqa-03925,Keep,,
haluevalqa-03932,Keep,,
haluevalqa-03933,Keep,,
haluevalqa-03936,Keep,,
haluevalqa-03937,Keep,,
haluevalqa-03939,Keep,,
haluevalqa-03940,Keep,,
haluevalqa-03942,Keep,,
haluevalqa-03944,Keep,,
haluevalqa-03951,Keep,,
haluevalqa-03954,Keep,,
haluevalqa-03962,Keep,,
haluevalqa-03966,Keep,,
haluevalqa-03974,Keep,,
haluevalqa-03975,Keep,,
haluevalqa-03979,Keep,,
haluevalqa-03983,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03984,Keep,,
haluevalqa-03986,Keep,,
haluevalqa-03991,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03993,Keep,,
haluevalqa-03998,Keep,,
haluevalqa-04002,Keep,,
haluevalqa-04003,Keep,,
haluevalqa-04004,Keep,,
haluevalqa-04005,Keep,,
haluevalqa-04007,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04010,Keep,,
haluevalqa-04012,Keep,,
haluevalqa-04016,Keep,,
haluevalqa-04020,Keep,,
haluevalqa-04023,Keep,,
haluevalqa-04026,Keep,,
haluevalqa-04028,Keep,,
haluevalqa-04035,Keep,,
haluevalqa-04037,Keep,,
haluevalqa-04042,Modified,"right_answer: ""an outstanding food for various bivalve larvae"" -> ""Isochrysis galbana extract""",
haluevalqa-04043,Keep,,
haluevalqa-04045,Keep,,
haluevalqa-04046,Keep,,
haluevalqa-04047,Keep,,
haluevalqa-04049,Keep,,
haluevalqa-04050,Keep,,
haluevalqa-04053,Keep,,
haluevalqa-04054,Keep,,
haluevalqa-04055,Keep,,
haluevalqa-04056,Keep,,
haluevalqa-04057,Keep,,
haluevalqa-04063,Keep,,
haluevalqa-04064,Keep,,
haluevalqa-04067,Keep,,
haluevalqa-04069,Keep,,
haluevalqa-04072,Keep,,
haluevalqa-04074,Keep,,
haluevalqa-04075,Keep,,
haluevalqa-04076,Keep,,
haluevalqa-04085,Keep,,
haluevalqa-04088,Keep,,
haluevalqa-04090,Keep,,
haluevalqa-04091,Keep,,
haluevalqa-04097,Keep,,
haluevalqa-04101,Keep,,
haluevalqa-04104,Keep,,
haluevalqa-04105,Keep,,
haluevalqa-04108,Keep,,
haluevalqa-04113,Keep,,
haluevalqa-04117,Keep,,
haluevalqa-04119,Keep,,
haluevalqa-04120,Keep,,
haluevalqa-04123,Keep,,
haluevalqa-04126,Keep,,
haluevalqa-04135,Keep,,
haluevalqa-04138,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04141,Keep,,
haluevalqa-04144,Keep,,
haluevalqa-04151,Keep,,
haluevalqa-04157,Keep,,
haluevalqa-04161,Keep,,
haluevalqa-04164,Keep,,
haluevalqa-04165,Keep,,
haluevalqa-04166,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04167,Keep,,
haluevalqa-04168,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04171,Keep,,
haluevalqa-04172,Keep,,
haluevalqa-04174,Keep,,
haluevalqa-04175,Keep,,
haluevalqa-04177,Keep,,
haluevalqa-04179,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04182,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04184,Keep,,
haluevalqa-04185,Keep,,
haluevalqa-04187,Keep,,
haluevalqa-04188,Keep,,
haluevalqa-04191,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04193,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04196,Keep,,
haluevalqa-04197,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04201,Keep,,
haluevalqa-04202,Keep,,
haluevalqa-04206,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04209,Keep,,
haluevalqa-04212,Keep,,
haluevalqa-04216,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04217,Keep,,
haluevalqa-04218,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04220,Keep,,
haluevalqa-04222,Keep,,
haluevalqa-04223,Keep,,
haluevalqa-04225,Keep,,
haluevalqa-04226,Keep,,
haluevalqa-04230,Keep,,
haluevalqa-04231,Keep,,
haluevalqa-04232,Keep,,
haluevalqa-04235,Keep,,
haluevalqa-04242,Keep,,
haluevalqa-04244,Keep,,
haluevalqa-04247,Keep,,
haluevalqa-04249,Keep,,
haluevalqa-04250,Keep,,
haluevalqa-04255,Keep,,
haluevalqa-04257,Keep,,
haluevalqa-04263,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04264,Keep,,
haluevalqa-04266,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04268,Keep,,
haluevalqa-04271,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04273,Keep,,
haluevalqa-04274,Keep,,
haluevalqa-04280,Keep,,
haluevalqa-04283,Keep,,
haluevalqa-04284,Keep,,
haluevalqa-04288,Keep,,
haluevalqa-04292,Keep,,
haluevalqa-04296,Keep,,
haluevalqa-04300,Keep,,
haluevalqa-04306,Keep,,
haluevalqa-04308,Keep,,
haluevalqa-04309,Keep,,
haluevalqa-04314,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04315,Keep,,
haluevalqa-04316,Keep,,
haluevalqa-04321,Keep,,
haluevalqa-04322,Keep,,
haluevalqa-04323,Keep,,
haluevalqa-04324,Keep,,
haluevalqa-04327,Keep,,
haluevalqa-04328,Keep,,
haluevalqa-04339,Keep,,
haluevalqa-04343,Keep,,
haluevalqa-04350,Keep,,
haluevalqa-04352,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04355,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04359,Keep,,
haluevalqa-04362,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04364,Keep,,
haluevalqa-04365,Keep,,
haluevalqa-04368,Keep,,
haluevalqa-04369,Keep,,
haluevalqa-04370,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04371,Keep,,
haluevalqa-04373,Keep,,
haluevalqa-04378,Keep,,
haluevalqa-04383,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04385,Keep,,
haluevalqa-04387,Keep,,
haluevalqa-04394,Keep,,
haluevalqa-04400,Keep,,
haluevalqa-04402,Keep,,
haluevalqa-04404,Keep,,
haluevalqa-04407,Keep,,
haluevalqa-04410,Keep,,
haluevalqa-04412,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04413,Keep,,
haluevalqa-04416,Keep,,
haluevalqa-04419,Keep,,
haluevalqa-04422,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04423,Keep,,
haluevalqa-04425,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-04429,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04432,Keep,,
haluevalqa-04433,Keep,,
haluevalqa-04434,Keep,,
haluevalqa-04438,Keep,,
haluevalqa-04440,Keep,,
haluevalqa-04442,Keep,,
haluevalqa-04443,Keep,,
haluevalqa-04445,Keep,,
haluevalqa-04448,Keep,,
haluevalqa-04450,Keep,,
haluevalqa-04455,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04456,Keep,,
haluevalqa-04457,Keep,,
haluevalqa-04462,Keep,,
haluevalqa-04474,Keep,,
haluevalqa-04476,Keep,,
haluevalqa-04485,Keep,,
haluevalqa-04486,Keep,,
haluevalqa-04488,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04492,Keep,,
haluevalqa-04493,Keep,,
haluevalqa-04495,Keep,,
haluevalqa-04497,Keep,,
haluevalqa-04498,Keep,,
haluevalqa-04504,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04506,Keep,,
haluevalqa-04507,Keep,,
haluevalqa-04508,Keep,,
haluevalqa-04516,Keep,,
haluevalqa-04521,Keep,,
haluevalqa-04522,Keep,,
haluevalqa-04523,Keep,,
haluevalqa-04525,Keep,,
haluevalqa-04528,Keep,,
haluevalqa-04531,Keep,,
haluevalqa-04532,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04538,Keep,,
haluevalqa-04539,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04540,Keep,,
haluevalqa-04545,Keep,,
haluevalqa-04548,Keep,,
haluevalqa-04550,Keep,,
haluevalqa-04552,Keep,,
haluevalqa-04558,Keep,,
haluevalqa-04559,Keep,,
haluevalqa-04560,Keep,,
haluevalqa-04561,Keep,,
haluevalqa-04564,Keep,,
haluevalqa-04567,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04572,Keep,,
haluevalqa-04577,Keep,,
haluevalqa-04578,Keep,,
haluevalqa-04580,Keep,,
haluevalqa-04581,Keep,,
haluevalqa-04582,Keep,,
haluevalqa-04585,Keep,,
haluevalqa-04586,Keep,,
haluevalqa-04588,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04590,Keep,,
haluevalqa-04594,Keep,,
haluevalqa-04598,Keep,,
haluevalqa-04600,Keep,,
haluevalqa-04602,Keep,,
haluevalqa-04607,Keep,,
haluevalqa-04609,Keep,,
haluevalqa-04613,Keep,,
haluevalqa-04617,Keep,,
haluevalqa-04618,Keep,,
haluevalqa-04620,Keep,,
haluevalqa-04622,Keep,,
haluevalqa-04625,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04626,Keep,,
haluevalqa-04629,Keep,,
haluevalqa-04636,Keep,,
haluevalqa-04638,Keep,,
haluevalqa-04640,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-04641,Keep,,
haluevalqa-04642,Keep,,
haluevalqa-04645,Keep,,
haluevalqa-04656,Keep,,
haluevalqa-04658,Keep,,
haluevalqa-04662,Keep,,
haluevalqa-04666,Keep,,
haluevalqa-04667,Keep,,
haluevalqa-04668,Keep,,
haluevalqa-04669,Keep,,
haluevalqa-04672,Keep,,
haluevalqa-04675,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04678,Keep,,
haluevalqa-04680,Keep,,
haluevalqa-04681,Keep,,
haluevalqa-04683,Keep,,
haluevalqa-04687,Keep,,
haluevalqa-04689,Keep,,
haluevalqa-04690,Keep,,
haluevalqa-04692,Keep,,
haluevalqa-04696,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-04699,Keep,,
haluevalqa-04703,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-04704,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-04705,Keep,,
haluevalqa-04707,Keep,,
haluevalqa-04708,Keep,,
haluevalqa-04709,Keep,,
haluevalqa-04710,Keep,,
haluevalqa-04712,Keep,,
haluevalqa-04714,Keep,,
haluevalqa-04719,Keep,,
haluevalqa-04725,Keep,,
haluevalqa-04726,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04728,Keep,,
haluevalqa-04731,Keep,,
haluevalqa-04732,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04733,Keep,,
haluevalqa-04735,Keep,,
haluevalqa-04738,Keep,,
haluevalqa-04741,Keep,,
haluevalqa-04742,Keep,,
haluevalqa-04747,Keep,,
haluevalqa-04748,Keep,,
haluevalqa-04753,Keep,,
haluevalqa-04754,Keep,,
haluevalqa-04757,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04760,Keep,,
haluevalqa-04761,Keep,,
haluevalqa-04762,Keep,,
haluevalqa-04764,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04765,Keep,,
haluevalqa-04768,Keep,,
haluevalqa-04769,Keep,,
haluevalqa-04772,Keep,,
haluevalqa-04773,Keep,,
haluevalqa-04774,Keep,,
haluevalqa-04781,Keep,,
haluevalqa-04790,Keep,,
haluevalqa-04795,Keep,,
haluevalqa-04797,Keep,,
haluevalqa-04799,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04802,Keep,,
haluevalqa-04806,Keep,,
haluevalqa-04810,Keep,,
haluevalqa-04813,Keep,,
haluevalqa-04815,Keep,,
haluevalqa-04819,Keep,,
haluevalqa-04826,Keep,,
haluevalqa-04829,Keep,,
haluevalqa-04831,Keep,,
haluevalqa-04833,Keep,,
haluevalqa-04835,Keep,,
haluevalqa-04838,Keep,,
haluevalqa-04847,Keep,,
haluevalqa-04849,Keep,,
haluevalqa-04856,Keep,,
haluevalqa-04858,Keep,,
haluevalqa-04859,Keep,,
haluevalqa-04862,Keep,,
haluevalqa-04871,Keep,,
haluevalqa-04873,Keep,,
haluevalqa-04876,Keep,,
haluevalqa-04883,Keep,,
haluevalqa-04885,Keep,,
haluevalqa-04886,Keep,,
haluevalqa-04887,Keep,,
haluevalqa-04896,Keep,,
haluevalqa-04898,Keep,,
haluevalqa-04899,Keep,,
haluevalqa-04901,Keep,,
haluevalqa-04902,Keep,,
haluevalqa-04904,Keep,,
haluevalqa-04906,Keep,,
haluevalqa-04907,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04909,Keep,,
haluevalqa-04911,Keep,,
haluevalqa-04912,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04914,Keep,,
haluevalqa-04916,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04917,Keep,,
haluevalqa-04919,Keep,,
haluevalqa-04920,Keep,,
haluevalqa-04921,Keep,,
haluevalqa-04922,Keep,,
haluevalqa-04923,Keep,,
haluevalqa-04924,Keep,,
haluevalqa-04926,Keep,,
haluevalqa-04929,Keep,,
haluevalqa-04932,Keep,,
haluevalqa-04941,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04942,Keep,,
haluevalqa-04943,Keep,,
haluevalqa-04946,Keep,,
haluevalqa-04947,Keep,,
haluevalqa-04951,Keep,,
haluevalqa-04952,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04953,Keep,,
haluevalqa-04956,Keep,,
haluevalqa-04961,Keep,,
haluevalqa-04962,Keep,,
haluevalqa-04970,Keep,,
haluevalqa-04971,Keep,,
haluevalqa-04972,Keep,,
haluevalqa-04974,Keep,,
haluevalqa-04983,Keep,,
haluevalqa-04984,Keep,,
haluevalqa-04985,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-04986,Keep,,
haluevalqa-04989,Keep,,
haluevalqa-04991,Keep,,
haluevalqa-04992,Keep,,
haluevalqa-04994,Keep,,
haluevalqa-04996,Keep,,
haluevalqa-04998,Keep,,
haluevalqa-04999,Keep,,
haluevalqa-05001,Keep,,
haluevalqa-05011,Keep,,
haluevalqa-05014,Keep,,
haluevalqa-05020,Keep,,
haluevalqa-05022,Keep,,
haluevalqa-05023,Keep,,
haluevalqa-05026,Keep,,
haluevalqa-05029,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05031,Keep,,
haluevalqa-05032,Keep,,
haluevalqa-05037,Keep,,
haluevalqa-05048,Keep,,
haluevalqa-05056,Keep,,
haluevalqa-05058,Keep,,
haluevalqa-05059,Keep,,
haluevalqa-05062,Keep,,
haluevalqa-05066,Keep,,
haluevalqa-05068,Keep,,
haluevalqa-05074,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05079,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05082,Keep,,
haluevalqa-05085,Keep,,
haluevalqa-05086,Keep,,
haluevalqa-05087,Keep,,
haluevalqa-05090,Keep,,
haluevalqa-05091,Keep,,
haluevalqa-05092,Keep,,
haluevalqa-05096,Keep,,
haluevalqa-05098,Keep,,
haluevalqa-05108,Keep,,
haluevalqa-05109,Keep,,
haluevalqa-05110,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05117,Keep,,
haluevalqa-05118,Keep,,
haluevalqa-05133,Keep,,
haluevalqa-05134,Keep,,
haluevalqa-05135,Keep,,
haluevalqa-05137,Keep,,
haluevalqa-05144,Keep,,
haluevalqa-05145,Keep,,
haluevalqa-05147,Keep,,
haluevalqa-05148,Keep,,
haluevalqa-05155,Keep,,
haluevalqa-05157,Keep,,
haluevalqa-05161,Keep,,
haluevalqa-05163,Keep,,
haluevalqa-05164,Keep,,
haluevalqa-05167,Keep,,
haluevalqa-05169,Keep,,
haluevalqa-05171,Keep,,
haluevalqa-05173,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05175,Keep,,
haluevalqa-05178,Keep,,
haluevalqa-05184,Keep,,
haluevalqa-05187,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05188,Keep,,
haluevalqa-05189,Keep,,
haluevalqa-05190,Keep,,
haluevalqa-05192,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-05193,Keep,,
haluevalqa-05197,Keep,,
haluevalqa-05203,Keep,,
haluevalqa-05205,Keep,,
haluevalqa-05210,Keep,,
haluevalqa-05213,Keep,,
haluevalqa-05219,Keep,,
haluevalqa-05225,Keep,,
haluevalqa-05227,Keep,,
haluevalqa-05228,Keep,,
haluevalqa-05230,Keep,,
haluevalqa-05231,Keep,,
haluevalqa-05234,Keep,,
haluevalqa-05235,Keep,,
haluevalqa-05236,Keep,,
haluevalqa-05237,Keep,,
haluevalqa-05238,Keep,,
haluevalqa-05240,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05241,Keep,,
haluevalqa-05243,Keep,,
haluevalqa-05244,Keep,,
haluevalqa-05245,Keep,,
haluevalqa-05250,Keep,,
haluevalqa-05253,Keep,,
haluevalqa-05256,Keep,,
haluevalqa-05260,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05262,Keep,,
haluevalqa-05263,Keep,,
haluevalqa-05264,Keep,,
haluevalqa-05268,Keep,,
haluevalqa-05270,Keep,,
haluevalqa-05271,Keep,,
haluevalqa-05274,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05279,Keep,,
haluevalqa-05281,Keep,,
haluevalqa-05282,Keep,,
haluevalqa-05285,Keep,,
haluevalqa-05290,Keep,,
haluevalqa-05291,Keep,,
haluevalqa-05293,Keep,,
haluevalqa-05294,Keep,,
haluevalqa-05295,Keep,,
haluevalqa-05297,Keep,,
haluevalqa-05303,Keep,,
haluevalqa-05306,Keep,,
haluevalqa-05307,Keep,,
haluevalqa-05309,Keep,,
haluevalqa-05312,Keep,,
haluevalqa-05317,Keep,,
haluevalqa-05320,Keep,,
haluevalqa-05323,Keep,,
haluevalqa-05324,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05327,Keep,,
haluevalqa-05328,Keep,,
haluevalqa-05331,Keep,,
haluevalqa-05332,Keep,,
haluevalqa-05338,Keep,,
haluevalqa-05341,Modified,"hallucinated_answer: ""Philippe Perrin was born later."" -> ""Philippe Perrin was born earlier than Klaus-Dietrich Flade.""",
haluevalqa-05343,Keep,,
haluevalqa-05347,Keep,,
haluevalqa-05352,Keep,,
haluevalqa-05355,Keep,,
haluevalqa-05359,Keep,,
haluevalqa-05360,Keep,,
haluevalqa-05361,Keep,,
haluevalqa-05365,Keep,,
haluevalqa-05366,Keep,,
haluevalqa-05372,Keep,,
haluevalqa-05374,Keep,,
haluevalqa-05376,Keep,,
haluevalqa-05377,Keep,,
haluevalqa-05379,Keep,,
haluevalqa-05381,Keep,,
haluevalqa-05384,Keep,,
haluevalqa-05390,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-05391,Keep,,
haluevalqa-05398,Keep,,
haluevalqa-05399,Keep,,
haluevalqa-05401,Keep,,
haluevalqa-05403,Keep,,
haluevalqa-05404,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05406,Keep,,
haluevalqa-05410,Keep,,
haluevalqa-05411,Keep,,
haluevalqa-05412,Keep,,
haluevalqa-05415,Keep,,
haluevalqa-05417,Keep,,
haluevalqa-05424,Keep,,
haluevalqa-05427,Keep,,
haluevalqa-05429,Keep,,
haluevalqa-05431,Keep,,
haluevalqa-05433,Keep,,
haluevalqa-05435,Keep,,
haluevalqa-05438,Keep,,
haluevalqa-05441,Keep,,
haluevalqa-05448,Keep,,
haluevalqa-05449,Keep,,
haluevalqa-05450,Keep,,
haluevalqa-05451,Keep,,
haluevalqa-05455,Keep,,
haluevalqa-05456,Keep,,
haluevalqa-05457,Keep,,
haluevalqa-05458,Keep,,
haluevalqa-05461,Keep,,
haluevalqa-05464,Keep,,
haluevalqa-05469,Keep,,
haluevalqa-05472,Keep,,
haluevalqa-05474,Keep,,
haluevalqa-05475,Keep,,
haluevalqa-05477,Keep,,
haluevalqa-05482,Keep,,
haluevalqa-05489,Keep,,
haluevalqa-05490,Keep,,
haluevalqa-05493,Keep,,
haluevalqa-05495,Keep,,
haluevalqa-05496,Keep,,
