id,source_order,source_dataset,source_id,question,context,factoid,atomicity,question_relevance,primary_category,category_name,context_support,evidence_clarity,annotator_id
REP_0112,112,ASQA,212,Who did we buy the gadsden purchase from?,"Gadsden Purchase The Gadsden Purchase (known in Mexico as , ""Sale of La Mesilla"") is a region of present-day southern Arizona and southwestern New Mexico that the United States purchased via a treaty that took effect on June 8, 1854. The first draft was signed on December 30, 1853, by James Gadsden, U.S. ambassador to Mexico, and by Antonio López de Santa Anna, president of Mexico. The U.S. Senate voted in favor of ratifying it with amendments on April 25, 1854, and then transmitted it to President Franklin Pierce. Mexico's government and its General Congress or Congress of the Union

the Rio Grande, over the Black Range, down the Gila River to its junction with the Colorado River, and across the desert of southern California to the Pacific Ocean at San Diego. The U.S. Congress reviewing the case sided with Gray, but in the interim the President had sent James Gadsden to Mexico City to buy not just the Mesilla Valley of New Mexico but what is now known as the Gadsden Purchase from Mexico. Gray's claim in his survey report that it was the best route for a railroad influenced the Senate to approve the Treaty in 1854. Earlier,

postage stamp commemorating 100 years since the Gadsden Purchase, on December 30, 1953. In 2012, the Gadsden Purchase was featured in a segment on ""The Tonight Show Starring Jimmy Fallon."" Gadsden Purchase The Gadsden Purchase (known in Mexico as , ""Sale of La Mesilla"") is a region of present-day southern Arizona and southwestern New Mexico that the United States purchased via a treaty that took effect on June 8, 1854. The first draft was signed on December 30, 1853, by James Gadsden, U.S. ambassador to Mexico, and by Antonio López de Santa Anna, president of Mexico. The U.S. Senate voted

armies and they recommended against total annexation because of the differences in political culture between the United States and Mexico. In 1854 the United States purchased an additional of desert land from Mexico in the Gadsden Purchase; the price was $10 million. The goal was to build a rail line through southern Arizona to California. Mexican President Antonio López de Santa Anna sold Mexican territory to the United States in which is known as the Gadsden Purchase, allowing the U.S. to build a railway line more easily through that region. That purchase played a significant role in the ouster of

United States acquired the southwestern boot heel of the state and southern Arizona below the Gila river in the mostly desert Gadsden Purchase of 1853. This purchase was desired when it was found that a much easier route for a proposed transcontinental railroad was located slightly south of the Gila river. This territory had not been explored or mapped when the Treaty of Guadalupe Hidalgo was negotiated in 1848. The ever-present Santa Anna was in power again in 1853 and needed the money from the Gadsden Purchase to fill his coffers and to pay the Mexican Army for that year.",The United States purchased the Gadsden Purchase from two countries.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0113,113,ASQA,122,What is the statue in piccadilly circus called?,"24 June 1939 an explosion occurred, though no injuries were caused. On 25 November 1974 a bomb injured 16 people. A 2 lb bomb exploded on 6 October 1992, injuring five people. The Shaftesbury Memorial Fountain in Piccadilly Circus was erected in 1893 to commemorate the philanthropic works of Anthony Ashley Cooper, 7th Earl of Shaftesbury. During the Second World War, the statue atop the Shaftesbury Memorial Fountain was removed and was replaced by advertising hoardings. It was returned in 1948. When the Circus underwent reconstruction work in the late 1980s, the entire fountain was moved from the centre of

a busy meeting place and a tourist attraction in its own right. The Circus is particularly known for its video display and neon signs mounted on the corner building on the northern side, as well as the Shaftesbury memorial fountain and statue, which is popularly, though mistakenly, believed to be of Eros. It is surrounded by several notable buildings, including the London Pavilion and Criterion Theatre. Directly underneath the plaza is Piccadilly Circus Underground station, part of the London Underground system. Piccadilly Circus connects to Piccadilly, a thoroughfare whose name first appeared in 1626 as Piccadilly Hall, named after a

War, many were demolished. From 1961 to 1994 the modernist headquarters of the Daily Mirror, designed by Sir Owen Williams and Anderson, Forster and Wilcox, were a prominent landmark overlooking the junction. The site is now occupied by the headquarters of the supermarket Sainsbury's. To the west of Holborn Circus there is an equestrian statue of Prince Albert by Charles Bacon (1874) which is the City of London's official monument to him. This statue was originally sited in the middle of the circus and was moved in 2014 as part of improvement works to the junction. The statue features the

on the site were Bovril, Volkswagen, Max Factor, Wrigley's Spearmint, Skol, Air India and Gold Flake (as Will's Gold Flake Cigarettes). At the southeastern side of the Circus, moved after World War II from its original position in the centre, stands the Shaftesbury Memorial Fountain, erected in 1892–1893 to commemorate the philanthropic works of Lord Shaftesbury, a Victorian politician, philanthropist and social reformer. The subject of the Memorial is the Greek god Anteros and was given the name ""The Angel of Christian Charity"" but is generally mistaken for his brother Eros. The Criterion Theatre, a Grade II* listed building, stands

Piccadilly Circus has inspired artists and musicians. ""Piccadilly Circus"" (1912) is the name and subject of a painting by British artist Charles Ginner, part of the Tate Britain collection. Sculptor Paul McCarthy also has a 320-page two-volume edition of video stills by the name of ""Piccadilly Circus"". Piccadilly Circus in popular culture The following list is of artistic works and film where Piccadilly Circus is either the central theme or a principal theme. The phrase ""it's like Piccadilly Circus"" is commonly used in the UK to refer to a place or situation which is extremely busy with people. It has",The statue atop the Shaftesbury Memorial Fountain was returned 50 years after the fountain was erected.,PASS,FAIL,Cat6,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0114,114,ASQA,195,Who sings with meatloaf in anything for love?,"had secured a contract with Meat Loaf's recording label MCA for Lorraine Crosby, a club singer from North East England whom he was managing. While visiting the company's recording studios on Sunset Boulevard, Crosby was asked to provide guide vocals for Meat Loaf, who was recording ""I'd Do Anything for Love"". Crosby recalls, ""I went and sang it twice and I never thought anything more of it until six months later when I got a phone call saying, 'Would you mind if we used your vocals?'"" Cher, Melissa Etheridge and Bonnie Tyler had been considered for the role. However, as

verses are omitted. Lorraine Crosby, a singer from England, was the guest singer, though AllMusic incorrectly attributes the female vocals to Ellen Foley. Crosby and her partner Stuart Emerson had moved to Los Angeles to work with Steinman, who became their manager. He secured them a contract with Meat Loaf's label MCA. While visiting the company's studios on Sunset Boulevard, Crosby was asked to provide guide vocals for Meat Loaf, who was recording ""I'd Do Anything for Love"". Crosby recalls, ""In I went and sang it twice and I never thought anything more of it until six months later when

I'd Do Anything for Love (But I Won't Do That) ""I'd Do Anything for Love (But I Won't Do That)"" is a song written by Jim Steinman, and recorded by Meat Loaf with Lorraine Crosby. The song was released in 1993 as the first single from the album ""."" The last six verses feature a female singer who was credited only as ""Mrs. Loud"" in the album notes. She was later identified as Lorraine Crosby. However, she does not appear in the video, in which her vocals are lip-synched by Dana Patrick. Meat Loaf promoted the single with US vocalist

sent songwriter and producer Jim Steinman some demos of songs she had written with Emerson. Steinman asked to meet them so they decided to move to New York. They then followed Steinman after he moved to Los Angeles. Steinman became their manager and secured them a contract with Meat Loaf's recording label MCA. While visiting the label's recording studios on Sunset Boulevard, Crosby was asked to provide guide vocals for Meat Loaf, who was recording the song ""I'd Do Anything for Love (But I Won't Do That)"". Cher, Melissa Etheridge and Bonnie Tyler were considered for the role. The song

featured in the animated comedy ""Sausage Party"" and on its soundtrack. In the film the song is performed by an anthropomorphic meatloaf caricature of the singer. It was used in a 2017 commercial for Carvana and in the trailer for the 2018 comedy ""Blockers"". The song also appeared on the EP ""Fire & Ashes"" by German symphonic metal band Xandria. On this version, Meat Loaf's vocal parts are done by Dianne van Giersbergen, while Lorraine Crosby's vocal parts are done by Valerio Recenti, singer of the Dutch rock band my propane. The single cover is a cropped version of the","Two female singers provided the female vocals on Meat Loaf's recording of ""I'd Do Anything for Love (But I Won't Do That)"".",PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0115,115,ASQA,175,What animals are on the michigan state flag?,"state. As supporters, the elk and moose are derived from the Hudson's Bay Company coat of arms, and depict great animals of Michigan. The bald eagle represents the United States which formed the state of Michigan from the Northwest Territory. The design features three Latin mottos. From top-to-bottom they are: The present flag, adopted in 1911, is the third state flag. The first flag featured a portrait of Michigan's first governor, Stevens T. Mason, on one side and the state coat of arms and ""a soldier and a lady"" on the other side. The first flag is completely lost, and

Seal of Michigan The Great Seal of the State of Michigan depicts the coat of arms of the U.S. state of Michigan on a light blue field. On the dark blue shield the sun rises over a lake and peninsula, a man holding a long gun with a raised hand represents peace and the ability to defend his rights. The elk and moose are symbols of Michigan, while the bald eagle represents the United States. The design features three Latin mottos. From top to bottom they are: The seal was adopted on June 22, 1835. Public Act 19 of 1963

Flag of Michigan The flag of the state of Michigan depicts the state's coat of arms on a dark blue field, as set forth by Michigan state law. (The Governor has a variant of the flag with a white instead of blue field.) The state has an official flag month from June 14 through July 14. The state coat of arms depicts a light blue shield, upon which the sun rises over a lake and peninsula, and a man with a raised hand representing peace and holding a long gun representing the fight for state and nation as a frontier

1972. The North American Vexillological Association (NAVA), in its 2001 survey of U.S. state, U.S. territorial and Canadian provincial flags rated the current Michigan flag 59th out of 72 flags evaluated; it was given an average score of just 3.46 out of a possible 10 points. Flag of Michigan The flag of the state of Michigan depicts the state's coat of arms on a dark blue field, as set forth by Michigan state law. (The Governor has a variant of the flag with a white instead of blue field.) The state has an official flag month from June 14 through

no images of it exist, as far as anyone knows. The second flag, adopted in 1865, displayed the state coat of arms on one side and the United States coat of arms on the other. In November 2016, a bill was introduced in the Michigan state legislature by Michigan State Senator Steven Bieda that would change the current state flag. If the bill is passed, the current state flag will be discontinued in January 2019 and replaced with a new design. Michigan's pledge of allegiance to the state flag was written by Harold G. Coburn and was officially adopted in",Michigan's state flag depicts four animals.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0116,116,HALUEVALQA,haluevalqa-05294,In what city was the Bill Cosby album For Adults Only recorded?,"It was recorded at the Westgate Las Vegas Resort & Casino, then known as the International Hotel.The Westgate Las Vegas Resort & Casino is a hotel and casino in Winchester, Nevada.","Bill Cosby's album ""For Adults Only"" was recorded in two Nevada cities.",PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0117,117,HALUEVALQA,haluevalqa-05956,Who directed a 1987 horror film starring an actor known for films such as The Breakfast Club and Trading Places?,"Hollywood-Monster (released as Ghost Chase in the United States) is a 1987 horror comedy film directed by Roland Emmerich, about a film crew working in a haunted mansion. Emmerich's third movie, it starred Jason Lively, Jill Whitlow, Paul Gleason and Tim McDaniel.Paul Xavier Gleason (May 4, 1939 – May 27, 2006) was an American film and television actor, known for his roles on television series such as ""All My Children"" and films such as ""The Breakfast Club"", ""Trading Places"", and ""Die Hard"".",Hollywood-Monster had two directors.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0118,118,HALUEVALQA,haluevalqa-00044,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,"All tracks were recorded at Tarquin's Jungle Room Studios in New Paltz (village), New York.New Paltz is a village in Ulster County located in the U.S. state of New York.",The tracks on Guitars for Wounded Warriors were recorded in two New York counties.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0119,119,HALUEVALQA,haluevalqa-05928,"What is the real name of the person who decided on the CD name ""Sad Clown Bad Dub II"" along with the producer, Ant?","Emcee Slug states in the liner notes that he and producer Ant decided to call this CD ""Sad Clown Bad Dub II"" to preemptively head off any criticism of the recording's sound quality.Sean Michael Daley (born September 7, 1972), better known by his stage name Slug, is an American rapper from Minneapolis, Minnesota.",Slug's real name contains four words.,PASS,FAIL,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0120,120,HALUEVALQA,haluevalqa-05948,"The 1965 Memorial Cup final was the 47th junior ice hockey championship of the Canadian Amateur Hockey Association, the George Richardson Memorial Trophy champions is which organization, that were two junior ice hockey franchises, that played in the top tier in the Ontario Hockey Association?",The George Richardson Memorial Trophy champions Niagara Falls Flyers of the Ontario Hockey Association in Eastern Canada competed against the Abbott Cup champions Edmonton Oil Kings of the Central Alberta Hockey League in Western Canada.The Niagara Falls Flyers were two junior ice hockey franchises that played in the top tier in the Ontario Hockey Association.,The Niagara Falls Flyers were three junior ice hockey franchises.,PASS,PASS,Cat6,Numerical / Computation,FALSE,CLEAR,Annotator B
REP_0121,121,ASQA,430,Where does the movie it take place 2017?,"and Pennywise the Dancing Clown, respectively, with Jeremy Ray Taylor, Sophia Lillis, Finn Wolfhard, Chosen Jacobs, Jack Dylan Grazer, Wyatt Oleff, Nicholas Hamilton, and Jackson Robert Scott in supporting roles. Principal photography began in the Riverdale neighborhood of Toronto on June 27, 2016, and ended on September 21, 2016. Other Ontario locations included Port Hope and Oshawa. ""It"" premiered in Los Angeles on September 5, 2017, and was theatrically released in the United States by New Line Cinema and Warner Bros. Pictures on September 8, 2017. Upon release, the film set numerous box office records and grossed $700 million worldwide.

It (2017 film) It (also known as It: Chapter One) is a 2017 American supernatural horror film directed by Andy Muschietti, based on the 1986 novel of the same name by Stephen King. The screenplay is by Chase Palmer, Cary Fukunaga and Gary Dauberman. The film is set in the summer of 1989 and tells the story of seven children in Derry, Maine, who are terrorized by the eponymous being, only to face their own personal demons in the process. The novel was previously adapted into a 1990 miniseries. The film stars Jaeden Lieberher and Bill Skarsgård as Bill Denbrough

2018, it was revealed that Javier Botet would appear in the film in an undisclosed role. Principal photography on the film began on June 19, 2018, at Pinewood Toronto Studios and on locations in and around Port Hope, Oshawa and Toronto, Ontario, and wrapped on October 30, 2018. Warner Bros. Pictures plans to release ""It: Chapter Two"" in theaters on September 6, 2019. On December 9, 2018, during the CCXP 2018, the first teaser and footage of the film were divulged. It – Chapter Two It: Chapter Two is an upcoming American supernatural horror film and the sequel to the

as the next filming location, and on July 20, 2016, filming notices were sent out to homes in the area of Eulalie Avenue and James Street, near downtown Oshawa, advising residents that filming would take place in the area from August 5 to August 8, 2016. On July 29, 2016, it was announced the crew had worked on the formerly vacant lot at the dead end of James Street constructing the set, in the form of a dilapidated old house. It was also remarked that the structure is a facade built around scaffolding that would be used for exterior shots.

Denmark and the Netherlands on September 7, 2017, and Norway and Finland on September 8, 2017. On March 7, 2017, the alternate title of the film was announced by Stephen King as ""Part 1 – The Losers' Club"". In addition to the conventional 2D format, ""It"" was also released across 615 IMAX screens globally, including 389 domestically. The film was released on digital download on December 19, 2017, and was released on 4K, Blu-ray and DVD on January 9, 2018. On January 31, 2016, Muschietti, on his Instagram, posted a sketch that was thought to be the precursor to Pennywise's","The setting of the 2017 film It, Derry, Maine, is different from the Ontario locations used for principal photography.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0122,122,ASQA,415,What was the mad kings name in got?,"of those because we've been hearing about the Mad King from the very beginning of the show, but he's never appeared on screen before. And shooting it, you know, spending a lot of time on what ended up being maybe like a second and a half, couple seconds, of screen time."" The new scenes of the Mad King, Aerys II Targaryen, are interspersed with previously shown footage of the White Walkers, as well as wildfire explosions, and other landmark moments from throughout the series, such as Ned Stark's beheading, the Red Wedding, and Bran falling from the Broken Tower in

and younger son of Aerys II Targaryen, also known as The Mad King, and his sister-wife Rhaella Targaryen. Viserys Targaryen is the second born son of Aerys II Targaryen. Thirteen years before the events of the series, he and his sister Daenerys fled Westeros to escape death at the hands of rebel Robert Baratheon. Viserys is an arrogant, cruel and ambitious man given to violent mood swings. In ""A Game of Thrones"", he sells his sister as a wife to the Dothraki Khal Drogo, as a means to secure the allegiance of Drogo's army toward his goal of reclaiming the

The Mad King The Mad King is a Ruritanian romance by American writer Edgar Rice Burroughs, originally published in two parts as ""The Mad King"" and ""Barney Custer of Beatrice"" in ""All-Story Weekly"", in 1914 and 1915, respectively. These were combined for the book edition, first published in hardcover by A. C. McClurg in 1926. Set in the fictional European kingdom of Lutha, the protagonist is a young American named Barney Custer, of Beatrice, Nebraska, who is the son of an American farmer and a runaway Luthan princess, Victoria Rubinroth. Unaware of his royal blood, much less that he is

the series premiere. In the ""A Song of Ice and Fire"" series by George R. R. Martin, the Mad King is described as having long, unkempt hair and beard, with nine inch long fingernails. The show's version portrayed his look in a more tidy fashion, with David Rintoul playing the role of the Mad King. Ellie Kendrick, who portrays Meera Reed in the series, in an interview with ""The Hollywood Reporter"" spoke about the re-introduction of Benjen Stark, or Coldhands Benjen, and working with Joseph Mawle, saying ""It was so fantastic. And it's interesting. If you've read the books, then

The Madness of King George The Madness of King George is a 1994 British biographical historical comedy-drama film directed by Nicholas Hytner and adapted by Alan Bennett from his own play, ""The Madness of George III"". It tells the true story of George III of Great Britain's deteriorating mental health, and his equally declining relationship with his eldest son, the Prince of Wales, particularly focusing on the period around the Regency Crisis of 1788–89. Modern medicine has suggested that the King's symptoms were the result of acute intermittent porphyria, although this theory has more recently been vigorously challenged, most notably","The actor who played Aerys II Targaryen, also known as the Mad King, in Game of Thrones was David Rintoul.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0123,123,ASQA,413,Who initiated the game of cricket among india and how?,"in the region. In time, the East India Company transformed from a commercial trading venture to one which virtually ruled India as it acquired auxiliary governmental and military functions, until its dissolution in 1858 following the Indian Mutiny. The East India Company was the means by which cricket was introduced into India. In 1639, the Company effectively founded the city of Madras, and in 1661 acquired Portuguese territory on the west coast of India that included Bombay. In 1690, an Anglo-Mughal treaty allowed English merchants to establish a trading settlement on the Hooghly River, which became Calcutta. All of these

newspapers confirm that it took place at Penshurst Park. The earliest known mention of cricket being played outside England is dated Saturday, 6 May 1676. A diarist called Henry Tonge, who was part of a British mission at Aleppo in the Ottoman Empire (now in Syria), recorded that ""at least forty of the English"" left the city for recreational purposes and, having found a nice place to pitch a tent for dinner, they ""had several pastimes and sports"" including ""krickett"". At six they ""returned home in good order"". By this time, cricket had been introduced to India, North America and

on Tuesday, 6 April 1652 when the Dutch East India Company established Cape Colony on Table Bay, near present-day Cape Town. In 1721, British sailors of the East India Company were reported to be playing cricket at Cambay, near Baroda, and this is the earliest reference to cricket being played in the Indian sub-continent. One of the players wrote: ""When my boat was lying for a fortnight in one of the channels, though the country was inhabited by the Culeys (""sic""), we every day diverted ourselves with playing Cricket and to other Exercises, which they would come and be spectators

a few years later. The Parsis were the first to start the cricket in India because they were in close contacts with the Imperial British, as they were interested in trade. Oriental Cricket Club The Oriental Cricket Club was a cricket club established by the Parsi community in Mumbai (formerly Bombay) in 1848. The origins of Indian Cricket, that is, cricket played by Indians are to be found in Bombay and the first Indian community to start playing the game was the small community of Zoroastrians, the Parsi. The Parsi community viewed these clubs as a way of cementing ties

America via the English colonies in the 17th century, probably before it had even reached the north of England. In the 18th century it arrived in other parts of the globe. It was introduced to the West Indies by colonists and to India by British East India Company mariners in the first half of the century. It arrived in Australia almost as soon as colonisation began in 1788. New Zealand and South Africa followed in the early years of the 19th century. Cricket never caught on in Canada, despite efforts by an imperial-minded elite to promote the game as a",The first Indian community to start playing the cricket introduced into India by the East India Company was the Parsis.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0124,124,ASQA,712,Who wrote you dont have to say you love me?,"write their own lyric for an anti-love song to be called ""I Don't Love You""; when that original idea proved unproductive it was adjusted first to ""You Don't Love Me"" and then ""You Don't Have to Love Me"" which was finalized as ""You Don't Have to Say You Love Me"" to fit the song's melody. Napier-Bell was later to title his first book (an autobiographical account of the British music scene of the 1960s) ""You Don't Have to Say You Love Me"" after the song. Springfield recorded her vocal the next day: unhappy with the acoustics in the recording booth

release, by Harri Marstio () on his 1993 album release ""Sateenkaaren pää"", and by Topi Sorsakoski on his 1997 album release ""Kalliovuorten kuu"". ""You Don't Have to Say You Love Me"" has also been rendered in Croatian as ""Moju ljubav nisi hteo"" recorded by Nada Knežević () and also as ""Nemoj reći da me voliš"" recorded by Sanjalice; in Czech as ""Hledej k mému srdci klíč"" recorded by Eva Pilarová, and also as ""Jarní Víra"" recorded by Laďka Kozderková (); in Danish as ""Du Kan Gi' Mig Hele Verden"" recorded by Grethe Ingmann, and also as ""Jeg har ikke brug

You Don't Have to Say You Love Me ""You Don't Have to Say You Love Me"" (originally a 1965 Italian song by Pino Donaggio and lyricist Vito Pallavicini: '""Io che non vivo (senza te)"") is a 1966 hit recorded by English singer Dusty Springfield that proved to be her most successful hit single, reaching number one on the UK Singles Chart and number four on the ""Billboard"" Hot 100; the song subsequently charted in the UK via remakes by Elvis Presley (No. 9/1971), Guys 'n' Dolls (No. 5/1976) and Denise Welch (No. 23/1995), with Presley's version, released in 1970, also

music singer Jody Miller. Its English version, ""You Don't Have to Say You Love Me,"" featured lyrics newly written by Springfield's friend Vicki Wickham and her future manager, Simon Napier-Bell. It was released in March 1966 and reached No. 1 in April 1966 the UK and No. 4 in the US, where it was also No. 35 on the ""Billboard"" Top 100 for 1966. The song, which Springfield called ""good old schmaltz,"" was voted among the All Time Top 100 Songs by the listeners of BBC Radio 2 in 1999. Springfield introduced the Motown sound to a wider UK audience,

reaching No. 11 in the United States. ""You Don't Have to Say You Love Me"" was also a Top Ten hit in Ireland for Red Hurley (No. 5/1978), in Italy for Wall Street Crash (No. 6/1983), and - as ""En koskaan"" - in Finland for Kristina Hautala (No. 6/1966). ""Io che non vivo (senza te)"" — ""I, who can't live (without you)"" — was introduced at the 15th edition of the Sanremo Festival by Pino Donaggio — who had co-written the song with Vito Pallavicini — and his team partner Jody Miller: the song got to the final at Sanremo","The English lyricists of ""You Don't Have to Say You Love Me"", whose Italian original was written by Pino Donaggio and Vito Pallavicini, were Vicki Wickham and Simon Napier-Bell.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0125,125,ASQA,296,Who was the programmer of ms-dos operating system?,"Tim Paterson Tim Paterson (born 1956) is an American computer programmer, best known for creating 86-DOS, an operating system for the Intel 8086. This system emulated the API of CP/M, which was created by Gary Kildall. 86-DOS later formed the basis of MS-DOS, the most widely used personal computer operating system in the 1980s. Paterson was educated in the Seattle Public Schools, graduating from Ingraham High School in 1974. He attended the University of Washington, working as a repair technician for The Retail Computer Store in the Green Lake area of Seattle, Washington, and graduated ""magna cum laude"" with a

Marc McDonald Marc B. McDonald is an American who was Microsoft's first salaried employee (not counting Monte Davidoff, who wrote the math package for BASIC for a flat fee). He is credited with designing and implementing the 8-bit File Allocation Table file system for the NCR 8200 data-entry terminal and Microsoft's Standalone Disk BASIC-80 in 1977. McDonald also developed an 8-bit operating system called M-DOS or MIDAS; the system itself was never released by Microsoft, but its file system (a variant of FAT) influenced Tim Paterson's QDOS. A version of ""Standalone Disk Basic"" was ported to a Seattle Computer Products

early versions of Windows ran as a GUI. It is a flexible operating system, and consumes negligible installation space. MS-DOS was a renamed form of 86-DOS owned by Seattle Computer Products, written by Tim Paterson. Development of 86-DOS took only six weeks, as it was basically a clone of Digital Research's CP/M (for 8080/Z80 processors), ported to run on 8086 processors and with two notable differences compared to CP/M; an improved disk sector buffering logic and the introduction of FAT12 instead of the CP/M filesystem. This first version was shipped in August 1980. Microsoft, which needed an operating system for

CP/M broke down; Digital Research wished to sell CP/M on a royalty basis, while IBM sought a single license, and to change the name to ""PC DOS"". Digital Research founder Gary Kildall refused, and IBM withdrew. IBM again approached Bill Gates. Gates in turn approached Seattle Computer Products. There, programmer Tim Paterson had developed a variant of CP/M-80, intended as an internal product for testing SCP's new 16-bit Intel 8086 CPU card for the S-100 bus. The system was initially named QDOS (Quick and Dirty Operating System), before being made commercially available as 86-DOS. Microsoft purchased 86-DOS, allegedly for $50,000.

San Jose, Silicon Valley, first as a software developer and after a year as the software manager responsible for the development of a microprocessor based Supervisory and Data Acquisition (SCADA) master station managing the electric grid for electric utilities. Dunie personally developed the real time operating system, the implementation of the DDCMP communications protocol, and parts of the UI. Dunie joined Microsoft Corporation in August 1988 as Project Manager for OS/2. He partnered with Dave Cutler building and leading the teams that delivered the first release of Windows NT, NT 3.1, on July 26, 1993. Cutler focused on NT architecture","The programmer of 86-DOS, the basis of the MS-DOS operating system, was Tim Paterson.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0126,126,HALUEVALQA,haluevalqa-05596,"Martin Fabinyi is an Australian film and television producer and director, songwriter and screenwriter and has written books on the local rock music scene, his film projects include which 2006 Australian adaptation of William Shakespeare's ""Macbeth""?","His film projects include the features ""Chopper"" (2000), ""Gettin' Square"" (2003) and ""Macbeth"" (2006).Macbeth is a 2006 Australian adaptation of William Shakespeare's ""Macbeth"".","Martin Fabinyi’s film projects include ""Macbeth"", a 2006 Australian adaptation of William Shakespeare’s play.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0127,127,HALUEVALQA,haluevalqa-05576,"Pierre Paul Jeanpierre (14 March 1912 – 29 May 1958) was a Frenchman, a soldier of legend in the French Foreign Legion who initially served in the French Army, he fought during which war, was between France and the Algerian National Liberation Front, from 1954 to 1962, which led to Algeria gaining its independence from France?","He fought during World War II, the First Indochina War, the Suez Crisis and the Algerian War, where he was killed in action.The Algerian War, also known as the Algerian War of Independence or the Algerian Revolution (Arabic: الثورة الجزائرية‎ ‎ ""Al-thawra Al-Jazaa'iriyya "";, Berber: ;, French: ""Guerre d'Algérie"" or ""Révolution algérienne "") was a war between France and the Algerian National Liberation Front (French: ""Front de Libération Nationale"" – FLN) from 1954 to 1962, which led to Algeria gaining its independence from France.","Pierre Paul Jeanpierre fought in the Algerian War, the conflict between France and the Algerian National Liberation Front from 1954 to 1962.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0128,128,HALUEVALQA,haluevalqa-05457,"Who was the daughter of American writer Laura Ingalls Wilder that published the short Novel, Young Pioneers?","Let the Hurricane Roar, reissued as Young Pioneers starting from 1976, is a short novel by Rose Wilder Lane that incorporates elements of the childhood of her mother Laura Ingalls Wilder.Rose Wilder Lane (December 5, 1886 – October 30, 1968) was an American journalist, travel writer, novelist, political theorist, and daughter of American writer Laura Ingalls Wilder.","Rose Wilder Lane, the daughter of Laura Ingalls Wilder, wrote the short novel later reissued as ""Young Pioneers"".",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0129,129,HALUEVALQA,haluevalqa-05662,"The Mega Powers were a tag team in the World Wrestling Federation (WWF) and World Championship Wrestling (WCW), the Mega Powers consisted of Hulk Hogan, and ""Macho Man"" Randy Savage with who, that was an American professional wrestling manager and occasional professional wrestler?","The Mega Powers consisted of Hulk Hogan, and ""Macho Man"" Randy Savage with Miss Elizabeth (at the time Savage's real life wife, though portrayed on-screen as his manager, with any further relationship not explained) serving as their valet respectively.Elizabeth Ann Hulette (November 19, 1960 – May 1, 2003), best known in professional wrestling circles as Miss Elizabeth or simply Elizabeth, was an American professional wrestling manager and occasional professional wrestler.",The American professional wrestling manager who served as the Mega Powers' valet was Miss Elizabeth.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
REP_0130,130,HALUEVALQA,haluevalqa-05520,The Airco DH.9 was named after which British aviation pioneer?,The Airco DH.9 (from de Havilland 9) – also known after 1920 as the de Havilland DH.9 – was a British single-engined biplane bomber developed and deployed during the First World War.Captain Sir Geoffrey de Havilland (27 July 1882 – 21 May 1965) was a British aviation pioneer and aircraft engineer.,The British aviation pioneer after whom the Airco DH.9 was named was Captain Sir Geoffrey de Havilland.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
